season,game_no,player_name,shirt_no,role,on_for,off_for
1975/76,31,Peplow,7,starter,,12
1975/76,31,Mitchell,8,starter,,
1975/76,31,Moore,9,starter,,
1975/76,31,Tynan,10,starter,,
1975/76,31,James,11,starter,,
1975/76,31,Young,12,sub,7,
1975/76,32,Johnson,1,starter,,
1975/76,32,Mathias,2,starter,,
1975/76,32,Flood,3,starter,,
1975/76,32,Griffiths,4,starter,,
1975/76,32,Philpotts,5,starter,,
1975/76,32,Young,6,starter,,
1975/76,32,Peplow,7,starter,,
1975/76,32,Mitchell,8,starter,,
1975/76,32,Moore,9,starter,,
1975/76,32,Tynan,10,starter,,
1975/76,32,James,11,starter,,
1975/76,33,Johnson,1,starter,,
1975/76,33,Mathias,2,starter,,
1975/76,33,Flood,3,starter,,
1975/76,33,Griffiths,4,starter,,
1975/76,33,Philpotts,5,starter,,
1975/76,33,Young,6,starter,,
1975/76,33,Peplow,7,starter,,
1975/76,33,Mitchell,8,starter,,
1975/76,33,Moore,9,starter,,
1975/76,33,Tynan,10,starter,,
1975/76,33,James,11,starter,,
1975/76,34,Johnson,1,starter,,
1975/76,34,Mathias,2,starter,,
1975/76,34,Flood,3,starter,,
1975/76,34,Griffiths,4,starter,,
1975/76,34,Philpotts,5,starter,,
1975/76,34,Young,6,starter,,
1975/76,34,Peplow,7,starter,,
1975/76,34,Mitchell,8,starter,,
1975/76,34,Moore,9,starter,,
1975/76,34,Tynan,10,starter,,
1975/76,34,James,11,starter,,
1975/76,35,Johnson,1,starter,,
1975/76,35,Mathias,2,starter,,
1975/76,35,Flood,3,starter,,
1975/76,35,Griffiths,4,starter,,
1975/76,35,Philpotts,5,starter,,
1975/76,35,Palios,6,starter,,
1975/76,35,Peplow,7,starter,,
1975/76,35,Mitchell,8,starter,,
1975/76,35,Moore,9,starter,,
1975/76,35,Tynan,10,starter,,
1975/76,35,James,11,starter,,12
1975/76,35,Kenny,12,sub,11,
1975/76,36,Johnson,1,starter,,
1975/76,36,Mathias,2,starter,,
1975/76,36,Flood,3,starter,,
1975/76,36,Griffiths,4,starter,,
1975/76,36,Philpotts,5,starter,,
1975/76,36,Palios,6,starter,,
1975/76,36,Peplow,7,starter,,
1975/76,36,Mitchell,8,starter,,
1975/76,36,Moore,9,starter,,
1975/76,36,Tynan,10,starter,,
1975/76,36,James,11,starter,,
1975/76,37,Johnson,1,starter,,
1975/76,37,Mathias,2,starter,,
1975/76,37,Flood,3,starter,,
1975/76,37,Griffiths,4,starter,,
1975/76,37,Philpotts,5,starter,,
1975/76,37,Palios,6,starter,,12
1975/76,37,Peplow,7,starter,,
1975/76,37,Mitchell,8,starter,,
1975/76,37,Moore,9,starter,,
1975/76,37,Tynan,10,starter,,
1975/76,37,James,11,starter,,
1975/76,37,Kenny,12,sub,6,
1975/76,38,Johnson,1,starter,,
1975/76,38,Mathias,2,starter,,
1975/76,38,Flood,3,starter,,
1975/76,38,Griffiths,4,starter,,
1975/76,38,Philpotts,5,starter,,
1975/76,38,Palios,6,starter,,
1975/76,38,Peplow,7,starter,,
1975/76,38,Mitchell,8,starter,,
1975/76,38,Moore,9,starter,,
1975/76,38,Tynan,10,starter,,
1975/76,38,James,11,starter,,
1975/76,39,Johnson,1,starter,,
1975/76,39,Mathias,2,starter,,
1975/76,39,Flood,3,starter,,
1975/76,39,Griffiths,4,starter,,
1975/76,39,Philpotts,5,starter,,
1975/76,39,Young,6,starter,,12
1975/76,39,Peplow,7,starter,,
1975/76,39,Mitchell,8,starter,,
1975/76,39,Moore,9,starter,,
1975/76,39,Tynan,10,starter,,
1975/76,39,James,11,starter,,
1975/76,39,Kenny,12,sub,6,
1975/76,40,Johnson,1,starter,,
1975/76,40,Mathias,2,starter,,
1975/76,40,Flood,3,starter,,
1975/76,40,Griffiths,4,starter,,
1975/76,40,Philpotts,5,starter,,
1975/76,40,Young,6,starter,,
1975/76,40,Peplow,7,starter,,
1975/76,40,Mitchell,8,starter,,
1975/76,40,Moore,9,starter,,
1975/76,40,Tynan,10,starter,,
1975/76,40,James,11,starter,,
1975/76,41,Johnson,1,starter,,
1975/76,41,Mathias,2,starter,,
1975/76,41,Flood,3,starter,,
1975/76,41,Griffiths,4,starter,,
1975/76,41,Philpotts,5,starter,,12
1975/76,41,Young,6,starter,,
1975/76,41,Peplow,7,starter,,
1975/76,41,Kenny,8,starter,,
1975/76,41,Moore,9,starter,,
1975/76,41,Tynan,10,starter,,
1975/76,41,James,11,starter,,
1975/76,41,Palios,12,sub,5,
1975/76,42,Johnson,1,starter,,
1975/76,42,Mathias,2,starter,,
1975/76,42,Flood,3,starter,,
1975/76,42,Griffiths,4,starter,,
1975/76,42,Philpotts,5,starter,,
1975/76,42,Palios,6,starter,,
1975/76,42,Peplow,7,starter,,
1975/76,42,Kenny,8,starter,,
1975/76,42,Moore,9,starter,,
1975/76,42,Tynan,10,starter,,
1975/76,42,Allen,11,starter,,
1975/76,43,Johnson,1,starter,,
1975/76,43,Mathias,2,starter,,
1975/76,43,Flood,3,starter,,
1975/76,43,Griffiths,4,starter,,
1975/76,43,Philpotts,5,starter,,
1975/76,43,Palios,6,starter,,
1975/76,43,Peplow,7,starter,,
1975/76,43,Mitchell,8,starter,,
1975/76,43,Moore,9,starter,,
1975/76,43,Tynan,10,starter,,
1975/76,43,Allen,11,starter,,
1975/76,44,Johnson,1,starter,,
1975/76,44,Mathias,2,starter,,
1975/76,44,Flood,3,starter,,
1975/76,44,Griffiths,4,starter,,
1975/76,44,Philpotts,5,starter,,
1975/76,44,Palios,6,starter,,
1975/76,44,Peplow,7,starter,,12
1975/76,44,Mitchell,8,starter,,
1975/76,44,Moore,9,starter,,
1975/76,44,Tynan,10,starter,,
1975/76,44,Allen,11,starter,,
1975/76,44,Kenny,12,sub,7,
1975/76,45,Johnson,1,starter,,
1975/76,45,Mathias,2,starter,,
1975/76,45,Flood,3,starter,,
1975/76,45,Griffiths,4,starter,,
1975/76,45,Philpotts,5,starter,,
1975/76,45,Palios,6,starter,,
1975/76,45,Peplow,7,starter,,
1975/76,45,Mitchell,8,starter,,
1975/76,45,Moore,9,starter,,12
1975/76,45,Tynan,10,starter,,
1975/76,45,James,11,starter,,
1975/76,45,Allen,12,sub,9,
1975/76,46,Johnson,1,starter,,
1975/76,46,Mathias,2,starter,,
1975/76,46,Flood,3,starter,,
1975/76,46,Griffiths,4,starter,,
1975/76,46,Philpotts,5,starter,,
1975/76,46,Palios,6,starter,,
1975/76,46,Peplow,7,starter,,12
1975/76,46,Mitchell,8,starter,,
1975/76,46,Moore,9,starter,,
1975/76,46,Tynan,10,starter,,
1975/76,46,James,11,starter,,
1975/76,46,Allen,12,sub,7,
1975/76,47,Johnson,1,starter,,
1975/76,47,Mathias,2,starter,,
1975/76,47,Flood,3,starter,,
1975/76,47,Griffiths,4,starter,,
1975/76,47,Philpotts,5,starter,,
1975/76,47,Tynan,6,starter,,
1975/76,47,Peplow,7,starter,,
1975/76,47,Mitchell,8,starter,,
1975/76,47,Moore,9,starter,,
1975/76,47,James,10,starter,,
1975/76,47,Allen,11,starter,,
1975/76,48,Johnson,1,starter,,
1975/76,48,Mathias,2,starter,,
1975/76,48,Flood,3,starter,,
1975/76,48,Griffiths,4,starter,,
1975/76,48,Philpotts,5,starter,,
1975/76,48,Tynan,6,starter,,
1975/76,48,Peplow,7,starter,,
1975/76,48,Mitchell,8,starter,,
1975/76,48,Moore,9,starter,,
1975/76,48,James,10,starter,,
1975/76,48,Allen,11,starter,,
1975/76,49,Johnson,1,starter,,
1975/76,49,Mathias,2,starter,,
1975/76,49,Flood,3,starter,,
1975/76,49,Griffiths,4,starter,,
1975/76,49,Philpotts,5,starter,,
1975/76,49,Tynan,6,starter,,
1975/76,49,Peplow,7,starter,,
1975/76,49,Mitchell,8,starter,,
1975/76,49,Moore,9,starter,,
1975/76,49,James,10,starter,,
1975/76,49,Allen,11,starter,,
1975/76,50,Johnson,1,starter,,
1975/76,50,Mathias,2,starter,,
1975/76,50,Flood,3,starter,,
1975/76,50,Griffiths,4,starter,,
1975/76,50,Philpotts,5,starter,,
1975/76,50,Tynan,6,starter,,
1975/76,50,Peplow,7,starter,,
1975/76,50,Mitchell,8,starter,,
1975/76,50,Moore,9,starter,,
1975/76,50,James,10,starter,,12
1975/76,50,Allen,11,starter,,
1975/76,50,Young,12,sub,10,
1976/77,1,Johnson,1,starter,,
1976/77,1,Mathias,2,starter,,
1976/77,1,Flood,3,starter,,
1976/77,1,Parry,4,starter,,
1976/77,1,Philpotts,5,starter,,
1976/77,1,Young,6,starter,,
1976/77,1,Allen,7,starter,,
1976/77,1,Kenny,8,starter,,
1976/77,1,Moore,9,starter,,
1976/77,1,Tynan,10,starter,,
1976/77,1,James,11,starter,,
1976/77,2,Johnson,1,starter,,
1976/77,2,Mathias,2,starter,,
1976/77,2,Flood,3,starter,,
1976/77,2,Parry,4,starter,,
1976/77,2,Philpotts,5,starter,,
1976/77,2,Young,6,starter,,
1976/77,2,Allen,7,starter,,
1976/77,2,Kenny,8,starter,,
1976/77,2,Moore,9,starter,,
1976/77,2,Tynan,10,starter,,
1976/77,2,James,11,starter,,
1976/77,3,Johnson,1,starter,,
1976/77,3,Mathias,2,starter,,
1976/77,3,Flood,3,starter,,
1976/77,3,Parry,4,starter,,
1976/77,3,Philpotts,5,starter,,
1976/77,3,Young,6,starter,,
1976/77,3,Allen,7,starter,,
1976/77,3,Kenny,8,starter,,
1976/77,3,Moore,9,starter,,
1976/77,3,Tynan,10,starter,,
1976/77,3,James,11,starter,,
1976/77,4,Johnson,1,starter,,
1976/77,4,Mathias,2,starter,,
1976/77,4,Flood,3,starter,,
1976/77,4,Parry,4,starter,,
1976/77,4,Philpotts,5,starter,,
1976/77,4,Young,6,starter,,
1976/77,4,Allen,7,starter,,
1976/77,4,Kenny,8,starter,,
1976/77,4,Moore,9,starter,,
1976/77,4,Tynan,10,starter,,
1976/77,4,James,11,starter,,12
1976/77,4,Palios,12,sub,11,
1976/77,5,Johnson,1,starter,,
1976/77,5,Mathias,2,starter,,
1976/77,5,Flood,3,starter,,
1976/77,5,Parry,4,starter,,
1976/77,5,Philpotts,5,starter,,
1976/77,5,Young,6,starter,,
1976/77,5,Kenny,7,starter,,
1976/77,5,Palios,8,starter,,
1976/77,5,Moore,9,starter,,
1976/77,5,Tynan,10,starter,,
1976/77,5,Allen,11,starter,,
1976/77,6,Johnson,1,starter,,
1976/77,6,Mathias,2,starter,,
1976/77,6,Flood,3,starter,,
1976/77,6,Parry,4,starter,,
1976/77,6,Philpotts,5,starter,,
1976/77,6,Young,6,starter,,
1976/77,6,Peplow,7,starter,,
1976/77,6,Kenny,8,starter,,
1976/77,6,Moore,9,starter,,
1976/77,6,Tynan,10,starter,,
1976/77,6,Allen,11,starter,,
1976/77,7,Johnson,1,starter,,
1976/77,7,Mathias,2,starter,,
1976/77,7,Flood,3,starter,,
1976/77,7,Parry,4,starter,,
1976/77,7,Philpotts,5,starter,,
1976/77,7,Young,6,starter,,
1976/77,7,Peplow,7,starter,,
1976/77,7,Kenny,8,starter,,
1976/77,7,Moore,9,starter,,
1976/77,7,Tynan,10,starter,,
1976/77,7,Allen,11,starter,,12
1976/77,7,Palios,12,sub,11,
1976/77,8,Johnson,1,starter,,
1976/77,8,Mathias,2,starter,,
1976/77,8,Flood,3,starter,,
1976/77,8,Parry,4,starter,,
1976/77,8,Philpotts,5,starter,,
1976/77,8,Young,6,starter,,
1976/77,8,Peplow,7,starter,,
1976/77,8,Kenny,8,starter,,
1976/77,8,Moore,9,starter,,
1976/77,8,Tynan,10,starter,,
1976/77,8,Allen,11,starter,,
1976/77,9,Johnson,1,starter,,
1976/77,9,Mathias,2,starter,,
1976/77,9,Flood,3,starter,,
1976/77,9,Parry,4,starter,,
1976/77,9,Philpotts,5,starter,,
1976/77,9,Young,6,starter,,
1976/77,9,Peplow,7,starter,,
1976/77,9,Kenny,8,starter,,12
1976/77,9,Moore,9,starter,,
1976/77,9,Tynan,10,starter,,
1976/77,9,Allen,11,starter,,
1976/77,9,Palios,12,sub,8,
1976/77,10,Johnson,1,starter,,
1976/77,10,Mathias,2,starter,,
1976/77,10,Flood,3,starter,,
1976/77,10,Parry,4,starter,,
1976/77,10,Bramhall,5,starter,,
1976/77,10,Young,6,starter,,
1976/77,10,Peplow,7,starter,,
1976/77,10,Kenny,8,starter,,
1976/77,10,Moore,9,starter,,
1976/77,10,Tynan,10,starter,,
1976/77,10,Allen,11,starter,,
1976/77,11,Johnson,1,starter,,
1976/77,11,Mathias,2,starter,,
1976/77,11,Flood,3,starter,,
1976/77,11,Parry,4,starter,,12
1976/77,11,Philpotts,5,starter,,
1976/77,11,Young,6,starter,,
1976/77,11,Peplow,7,starter,,
1976/77,11,Kenny,8,starter,,
1976/77,11,Moore,9,starter,,
1976/77,11,Tynan,10,starter,,
1976/77,11,Allen,11,starter,,
1976/77,11,Palios,12,sub,4,
1976/77,12,Johnson,1,starter,,
1976/77,12,Mathias,2,starter,,
1976/77,12,Flood,3,starter,,
1976/77,12,Griffiths,4,starter,,
1976/77,12,Philpotts,5,starter,,
1976/77,12,Young,6,starter,,
1976/77,12,Peplow,7,starter,,
1976/77,12,Kenny,8,starter,,
1976/77,12,Moore,9,starter,,
1976/77,12,Tynan,10,starter,,
1976/77,12,Allen,11,starter,,
1976/77,13,Johnson,1,starter,,
1976/77,13,Mathias,2,starter,,
1976/77,13,Flood,3,starter,,
1976/77,13,Griffiths,4,starter,,
1976/77,13,Philpotts,5,starter,,
1976/77,13,Cliff,6,starter,,
1976/77,13,Peplow,7,starter,,
1976/77,13,Tynan,8,starter,,
1976/77,13,Moore,9,starter,,
1976/77,13,Young,10,starter,,
1976/77,13,Allen,11,starter,,
1976/77,14,Johnson,1,starter,,
1976/77,14,Mathias,2,starter,,
1976/77,14,Flood,3,starter,,
1976/77,14,Griffiths,4,starter,,
1976/77,14,Philpotts,5,starter,,
1976/77,14,Tynan,6,starter,,
1976/77,14,Kenny,7,starter,,
1976/77,14,Cliff,8,starter,,
1976/77,14,Moore,9,starter,,
1976/77,14,Young,10,starter,,
1976/77,14,Allen,11,starter,,
1976/77,15,Johnson,1,starter,,
1976/77,15,Mathias,2,starter,,
1976/77,15,Flood,3,starter,,
1976/77,15,Griffiths,4,starter,,
1976/77,15,Philpotts,5,starter,,
1976/77,15,Tynan,6,starter,,
1976/77,15,Kenny,7,starter,,12
1976/77,15,Cliff,8,starter,,
1976/77,15,Moore,9,starter,,
1976/77,15,Young,10,starter,,
1976/77,15,Allen,11,starter,,
1976/77,15,Peplow,12,sub,7,
1976/77,16,Johnson,1,starter,,
1976/77,16,Mathias,2,starter,,
1976/77,16,Flood,3,starter,,
1976/77,16,Griffiths,4,starter,,
1976/77,16,Philpotts,5,starter,,
1976/77,16,Young,6,starter,,
1976/77,16,Peplow,7,starter,,
1976/77,16,Cliff,8,starter,,
1976/77,16,Moore,9,starter,,
1976/77,16,Tynan,10,starter,,
1976/77,16,Allen,11,starter,,
1976/77,17,Johnson,1,starter,,
1976/77,17,Mathias,2,starter,,
1976/77,17,Flood,3,starter,,
1976/77,17,Griffiths,4,starter,,
1976/77,17,Philpotts,5,starter,,
1976/77,17,Tynan,6,starter,,
1976/77,17,Peplow,7,starter,,
1976/77,17,Cliff,8,starter,,
1976/77,17,Moore,9,starter,,
1976/77,17,Young,10,starter,,
1976/77,17,Allen,11,starter,,
1976/77,18,Johnson,1,starter,,
1976/77,18,Mathias,2,starter,,
1976/77,18,Flood,3,starter,,
1976/77,18,Griffiths,4,starter,,
1976/77,18,Philpotts,5,starter,,
1976/77,18,Tynan,6,starter,,
1976/77,18,Peplow,7,starter,,
1976/77,18,Cliff,8,starter,,
1976/77,18,Moore,9,starter,,
1976/77,18,Young,10,starter,,
1976/77,18,Allen,11,starter,,
1976/77,19,Johnson,1,starter,,
1976/77,19,Mathias,2,starter,,
1976/77,19,Flood,3,starter,,
1976/77,19,Griffiths,4,starter,,
1976/77,19,Philpotts,5,starter,,
1976/77,19,Tynan,6,starter,,
1976/77,19,Peplow,7,starter,,
1976/77,19,Cliff,8,starter,,
1976/77,19,Moore,9,starter,,
1976/77,19,Young,10,starter,,
1976/77,19,Allen,11,starter,,
1976/77,20,Johnson,1,starter,,
1976/77,20,Mathias,2,starter,,
1976/77,20,Flood,3,starter,,
1976/77,20,Griffiths,4,starter,,
1976/77,20,Philpotts,5,starter,,
1976/77,20,Allen,6,starter,,
1976/77,20,Peplow,7,starter,,
1976/77,20,Cliff,8,starter,,
1976/77,20,Moore,9,starter,,12
1976/77,20,Tynan,10,starter,,
1976/77,20,Young,11,starter,,
1976/77,20,Kenny,12,sub,9,
1976/77,21,Johnson,1,starter,,
1976/77,21,Mathias,2,starter,,
1976/77,21,Flood,3,starter,,
1976/77,21,Griffiths,4,starter,,
1976/77,21,Philpotts,5,starter,,
1976/77,21,Tynan,6,starter,,
1976/77,21,Peplow,7,starter,,
1976/77,21,Cliff,8,starter,,
1976/77,21,Moore,9,starter,,
1976/77,21,Young,10,starter,,
1976/77,21,Allen,11,starter,,12
1976/77,21,Kenny,12,sub,11,
1976/77,22,Johnson,1,starter,,
1976/77,22,Mathias,2,starter,,
1976/77,22,Flood,3,starter,,
1976/77,22,Griffiths,4,starter,,
1976/77,22,Philpotts,5,starter,,
1976/77,22,Cliff,6,starter,,
1976/77,22,Peplow,7,starter,,
1976/77,22,Kenny,8,starter,,
1976/77,22,Tynan,9,starter,,
1976/77,22,Young,10,starter,,
1976/77,22,Allen,11,starter,,
1976/77,23,Johnson,1,starter,,
1976/77,23,Mathias,2,starter,,
1976/77,23,Flood,3,starter,,
1976/77,23,Griffiths,4,starter,,
1976/77,23,Philpotts,5,starter,,
1976/77,23,Palios,6,starter,,
1976/77,23,Peplow,7,starter,,
1976/77,23,Cliff,8,starter,,
1976/77,23,Young,9,starter,,
1976/77,23,Tynan,10,starter,,
1976/77,23,Allen,11,starter,,
1976/77,24,Johnson,1,starter,,
1976/77,24,Mathias,2,starter,,
1976/77,24,Flood,3,starter,,
1976/77,24,Griffiths,4,starter,,
1976/77,24,Philpotts,5,starter,,
1976/77,24,Palios,6,starter,,
1976/77,24,Peplow,7,starter,,
1976/77,24,Cliff,8,starter,,
1976/77,24,Young,9,starter,,
1976/77,24,Tynan,10,starter,,
1976/77,24,Allen,11,starter,,
1976/77,25,Johnson,1,starter,,
1976/77,25,Mathias,2,starter,,
1976/77,25,Flood,3,starter,,
1976/77,25,Griffiths,4,starter,,
1976/77,25,Philpotts,5,starter,,
1976/77,25,Palios,6,starter,,
1976/77,25,Peplow,7,starter,,
1976/77,25,Cliff,8,starter,,
1976/77,25,Young,9,starter,,12
1976/77,25,Tynan,10,starter,,
1976/77,25,Allen,11,starter,,
1976/77,25,Moore,12,sub,9,
1976/77,26,Johnson,1,starter,,
1976/77,26,Mathias,2,starter,,
1976/77,26,Flood,3,starter,,
1976/77,26,Griffiths,4,starter,,
1976/77,26,Philpotts,5,starter,,
1976/77,26,Palios,6,starter,,
1976/77,26,Peplow,7,starter,,12
1976/77,26,Cliff,8,starter,,
1976/77,26,Moore,9,starter,,
1976/77,26,Tynan,10,starter,,
1976/77,26,Allen,11,starter,,
1976/77,26,Kenny,12,sub,7,
1976/77,27,Johnson,1,starter,,12
1976/77,27,Mathias,2,starter,,
1976/77,27,Flood,3,starter,,
1976/77,27,Griffiths,4,starter,,
1976/77,27,Philpotts,5,starter,,
1976/77,27,Palios,6,starter,,
1976/77,27,Peplow,7,starter,,
1976/77,27,Cliff,8,starter,,
1976/77,27,Moore,9,starter,,
1976/77,27,Tynan,10,starter,,
1976/77,27,Allen,11,starter,,
1976/77,27,Kenny,12,sub,1,
1976/77,28,West,1,starter,,
1976/77,28,Mathias,2,starter,,
1976/77,28,Flood,3,starter,,
1976/77,28,Griffiths,4,starter,,
1976/77,28,Philpotts,5,starter,,
1976/77,28,Palios,6,starter,,
1976/77,28,Peplow,7,starter,,
1976/77,28,Cliff,8,starter,,
1976/77,28,Moore,9,starter,,
1976/77,28,Tynan,10,starter,,
1976/77,28,Allen,11,starter,,
1976/77,29,West,1,starter,,
1976/77,29,Mathias,2,starter,,
1976/77,29,Flood,3,starter,,
1976/77,29,Griffiths,4,starter,,
1976/77,29,Philpotts,5,starter,,
1976/77,29,Palios,6,starter,,12
1976/77,29,Peplow,7,starter,,
1976/77,29,Cliff,8,starter,,
1976/77,29,Moore,9,starter,,
1976/77,29,Tynan,10,starter,,
1976/77,29,Allen,11,starter,,
1976/77,29,Kenny,12,sub,6,
1976/77,30,West,1,starter,,
1976/77,30,Mathias,2,starter,,
1976/77,30,Flood,3,starter,,
1976/77,30,Griffiths,4,starter,,
1976/77,30,Philpotts,5,starter,,
1976/77,30,Palios,6,starter,,
1976/77,30,Peplow,7,starter,,
1976/77,30,Tynan,8,starter,,
1976/77,30,Moore,9,starter,,
1976/77,30,Cliff,10,starter,,
1976/77,30,Allen,11,starter,,
1976/77,31,West,1,starter,,
1976/77,31,Mathias,2,starter,,
1976/77,31,Flood,3,starter,,
1976/77,31,Griffiths,4,starter,,
1976/77,31,Philpotts,5,starter,,
1976/77,31,Palios,6,starter,,
1976/77,31,Peplow,7,starter,,
1976/77,31,Kenny,8,starter,,
1976/77,31,Moore,9,starter,,
1976/77,31,Tynan,10,starter,,
1976/77,31,Allen,11,starter,,
1976/77,32,West,1,starter,,
1976/77,32,Mathias,2,starter,,
1976/77,32,Flood,3,starter,,
1976/77,32,Griffiths,4,starter,,
1976/77,32,Philpotts,5,starter,,
1976/77,32,Palios,6,starter,,
1976/77,32,Peplow,7,starter,,
1976/77,32,Kenny,8,starter,,
1976/77,32,Moore,9,starter,,
1976/77,32,Tynan,10,starter,,
1976/77,32,Allen,11,starter,,
1976/77,33,West,1,starter,,
1976/77,33,Mathias,2,starter,,
1976/77,33,Flood,3,starter,,
1976/77,33,Griffiths,4,starter,,
1976/77,33,Philpotts,5,starter,,
1976/77,33,Palios,6,starter,,
1976/77,33,Peplow,7,starter,,
1976/77,33,Cliff,8,starter,,
1976/77,33,Moore,9,starter,,
1976/77,33,Tynan,10,starter,,
1976/77,33,Kenny,11,starter,,
1976/77,34,West,1,starter,,
1976/77,34,Mathias,2,starter,,
1976/77,34,Flood,3,starter,,
1976/77,34,Griffiths,4,starter,,
1976/77,34,Philpotts,5,starter,,
1976/77,34,Palios,6,starter,,
1976/77,34,Peplow,7,starter,,
1976/77,34,Cliff,8,starter,,
1976/77,34,Moore,9,starter,,
1976/77,34,Tynan,10,starter,,
1976/77,34,James,11,starter,,12
1976/77,34,Kenny,12,sub,11,
1976/77,35,West,1,starter,,
1976/77,35,Mathias,2,starter,,
1976/77,35,Flood,3,starter,,
1976/77,35,Griffiths,4,starter,,
1976/77,35,Philpotts,5,starter,,
1976/77,35,Palios,6,starter,,
1976/77,35,Peplow,7,starter,,
1976/77,35,Cliff,8,starter,,
1976/77,35,Moore,9,starter,,
1976/77,35,Tynan,10,starter,,
1976/77,35,James,11,starter,,
1976/77,36,West,1,starter,,
1976/77,36,Parry,2,starter,,
1976/77,36,Mathias,3,starter,,
1976/77,36,Griffiths,4,starter,,
1976/77,36,Philpotts,5,starter,,
1976/77,36,Tynan,6,starter,,
1976/77,36,Peplow,7,starter,,
1976/77,36,Cliff,8,starter,,
1976/77,36,Moore,9,starter,,
1976/77,36,James,10,starter,,12
1976/77,36,Allen,11,starter,,
1976/77,36,Palios,12,sub,10,
1976/77,37,West,1,starter,,
1976/77,37,Parry,2,starter,,
1976/77,37,Mathias,3,starter,,
1976/77,37,Griffiths,4,starter,,
1976/77,37,Philpotts,5,starter,,
1976/77,37,Palios,6,starter,,
1976/77,37,Cliff,7,starter,,
1976/77,37,Tynan,8,starter,,
1976/77,37,Moore,9,starter,,
1976/77,37,James,10,starter,,
1976/77,37,Allen,11,starter,,12
1976/77,37,Peplow,12,sub,11,
1976/77,38,West,1,starter,,
1976/77,38,Parry,2,starter,,
1976/77,38,Mathias,3,starter,,
1976/77,38,Griffiths,4,starter,,
1976/77,38,Philpotts,5,starter,,
1976/77,38,Palios,6,starter,,
1976/77,38,Cliff,7,starter,,12
1976/77,38,Tynan,8,starter,,
1976/77,38,Moore,9,starter,,
1976/77,38,James,10,starter,,
1976/77,38,Allen,11,starter,,
1976/77,38,Kenny,12,sub,7,
1976/77,39,Johnson,1,starter,,
1976/77,39,Parry,2,starter,,
1976/77,39,Mathias,3,starter,,
1976/77,39,Griffiths,4,starter,,
1976/77,39,Philpotts,5,starter,,
1976/77,39,Palios,6,starter,,
1976/77,39,Cliff,7,starter,,12
1976/77,39,Tynan,8,starter,,
1976/77,39,Moore,9,starter,,
1976/77,39,James,10,starter,,
1976/77,39,Allen,11,starter,,
1976/77,39,Kenny,12,sub,7,
1976/77,40,Johnson,1,starter,,
1976/77,40,Parry,2,starter,,
1976/77,40,Flood,3,starter,,
1976/77,40,Griffiths,4,starter,,
1976/77,40,Philpotts,5,starter,,
1976/77,40,Mathias,6,starter,,
1976/77,40,Kenny,7,starter,,
1976/77,40,Tynan,8,starter,,
1976/77,40,Moore,9,starter,,
1976/77,40,James,10,starter,,12
1976/77,40,Allen,11,starter,,
1976/77,40,Cliff,12,sub,10,
1976/77,41,Johnson,1,starter,,
1976/77,41,Parry,2,starter,,
1976/77,41,Flood,3,starter,,
1976/77,41,Griffiths,4,starter,,
1976/77,41,Philpotts,5,starter,,
1976/77,41,Palios,6,starter,,
1976/77,41,Cliff,7,starter,,
1976/77,41,Mathias,8,starter,,
1976/77,41,Moore,9,starter,,
1976/77,41,James,10,starter,,
1976/77,41,Allen,11,starter,,
1976/77,42,Johnson,1,starter,,
1976/77,42,Parry,2,starter,,
1976/77,42,Flood,3,starter,,
1976/77,42,Griffiths,4,starter,,
1976/77,42,Philpotts,5,starter,,
1976/77,42,Palios,6,starter,,
1976/77,42,Cliff,7,starter,,
1976/77,42,Mathias,8,starter,,
1976/77,42,Moore,9,starter,,
1976/77,42,James,10,starter,,
1976/77,42,Allen,11,starter,,
1976/77,43,Johnson,1,starter,,
1976/77,43,Parry,2,starter,,
1976/77,43,Flood,3,starter,,
1976/77,43,Griffiths,4,starter,,
1976/77,43,Philpotts,5,starter,,
1976/77,43,Palios,6,starter,,
1976/77,43,Mathias,7,starter,,
1976/77,43,Tynan,8,starter,,
1976/77,43,Moore,9,starter,,
1976/77,43,James,10,starter,,12
1976/77,43,Allen,11,starter,,
1976/77,43,Cliff,12,sub,10,
1976/77,44,Johnson,1,starter,,
1976/77,44,Cliff,2,starter,,
1976/77,44,Flood,3,starter,,
1976/77,44,Parry,4,starter,,
1976/77,44,Philpotts,5,starter,,
1976/77,44,Palios,6,starter,,
1976/77,44,Mathias,7,starter,,
1976/77,44,Tynan,8,starter,,
1976/77,44,Moore,9,starter,,
1976/77,44,James,10,starter,,12
1976/77,44,Allen,11,starter,,
1976/77,44,Bramhall,12,sub,10,
1976/77,45,Johnson,1,starter,,
1976/77,45,Parry,2,starter,,
1976/77,45,Flood,3,starter,,
1976/77,45,Bramhall,4,starter,,
1976/77,45,Philpotts,5,starter,,
1976/77,45,Palios,6,starter,,
1976/77,45,Mathias,7,starter,,
1976/77,45,Cliff,8,starter,,
1976/77,45,Moore,9,starter,,
1976/77,45,Tynan,10,starter,,
1976/77,45,Allen,11,starter,,
1976/77,46,Johnson,1,starter,,
1976/77,46,Bramhall,2,starter,,
1976/77,46,Flood,3,starter,,
1976/77,46,Parry,4,starter,,
1976/77,46,Philpotts,5,starter,,
1976/77,46,Palios,6,starter,,
1976/77,46,Mathias,7,starter,,
1976/77,46,Cliff,8,starter,,12
1976/77,46,Tynan,9,starter,,
1976/77,46,Moore,10,starter,,
