season,game_no,player_name,goals_scored
1966/67,45,George Hudson,1
1966/67,45,Roy Sinclair,1
1966/67,46,George Yardley,2
1966/67,46,George Hudson,1
1966/67,47,Joe Pritchard,1
1966/67,48,Alan King,1
1966/67,48,George Yardley,1
1966/67,48,Graham Williams,1
1966/67,49,Graham Williams,1
1966/67,51,Dennis Stevens,1
1966/67,51,George Hudson,1
1966/67,51,Graham Williams,1
1966/67,52,George Hudson,1
1966/67,52,George Yardley,1
1966/67,52,Joe Pritchard,1
1967/68,2,Joe Pritchard,1
1967/68,2,George Yardley,1
1967/68,3,George Yardley,1
1967/68,4,George Yardley,1
1967/68,5,Joe Pritchard,2
1967/68,6,George Yardley,4
1967/68,9,Joe Pritchard,1
1967/68,9,George Yardley,1
1967/68,10,Alan King,1
1967/68,11,Gerry Casey,1
1967/68,11,George Yardley,3
1967/68,12,George Yardley,1
1967/68,13,Dennis Stevens,1
1967/68,13,Joe Pritchard,1
1967/68,13,Graham Williams,1
1967/68,14,Joe Pritchard,1
1967/68,16,George Yardley,2
1967/68,17,George Yardley,1
1967/68,17,Kenny Beamish,1
1967/68,18,Graham Williams,1
1967/68,19,Alan King,1
1967/68,19,Joe Pritchard,1
1967/68,19,Kenny Beamish,1
1967/68,20,George Yardley,3
1967/68,21,Joe Pritchard,1
1967/68,22,George Yardley,1
1967/68,23,George Yardley,1
1967/68,23,George Hudson,2
1967/68,24,George Yardley,1
1967/68,24,George Hudson,3
1967/68,24,Graham Williams,1
1967/68,25,George Hudson,2
1967/68,27,George Yardley,1
1967/68,28,Alan King,1
1967/68,28,George Yardley,1
1967/68,29,Dennis Stevens,1
1967/68,29,George Yardley,1
1967/68,29,John MacNamee,1
1967/68,30,Alan King,1
1967/68,30,John MacNamee,1
1967/68,31,Kenny Beamish,1
1967/68,31,Graham Williams,1
1967/68,32,Alan King,1
1967/68,32,John MacNamee,1
1967/68,33,George Yardley,1
1967/68,33,Graham Williams,1
1967/68,34,Alan King,1
1967/68,35,George Yardley,1
1967/68,35,George Hudson,1
1967/68,36,Kenny Beamish,1
1967/68,37,George Yardley,1
1967/68,37,Kenny Beamish,1
1967/68,38,Mandy Hill,1
1967/68,42,Derek Smith,1
1967/68,43,John MacNamee,1
1967/68,43,Kenny Beamish,1
1967/68,43,Roy Sinclair,1
1967/68,44,Alan King,1
1967/68,45,Joe Pritchard,1
1967/68,48,Joe Pritchard,1
1967/68,51,Roy Sinclair,1
1967/68,51,Joe Pritchard,1
1967/68,52,Joe Pritchard,1
1967/68,54,George Hudson,1
1968/69,1,Gerry Casey,1
1968/69,1,George Yardley,1
1968/69,3,George Yardley,1
1968/69,4,Gerry Casey,1
1968/69,4,George Yardley,1
1968/69,5,George Yardley,1
1968/69,6,George Yardley,1
1968/69,7,Kenny Beamish,1
1968/69,7,George Yardley,1
1968/69,8,Gerry Casey,1
1968/69,10,George Yardley,2
1968/69,10,Alan King,1
1968/69,12,John MacNamee,1
1968/69,15,Frank Gill,1
1968/69,15,Alan King,1
1968/69,16,Derek Smith,1
1968/69,16,Kenny Beamish,1
1968/69,16,George Hudson,1
1968/69,17,George Yardley,1
1968/69,17,John MacNamee,2
1968/69,18,Derek Smith,1
1968/69,18,George Yardley,1
1968/69,20,George Hudson,1
1968/69,21,Derek Smith,1
1968/69,21,Kenny Beamish,1
1968/69,22,George Hudson,1
1968/69,22,Roy Sinclair,1
1968/69,23,George Yardley,2
1968/69,23,Roy Sinclair,1
1968/69,25,Kenny Beamish,1
1968/69,26,George Yardley,2
1968/69,26,Roy Sinclair,2
1968/69,28,George Hudson,1
1968/69,28,Kenny Beamish,1
1968/69,30,Gerry Casey,1
1968/69,30,George Hudson,1
1968/69,30,Kenny Beamish,2
1968/69,31,George Hudson,1
1968/69,32,Roy Sinclair,1
1968/69,33,Gerry Casey,1
1968/69,33,Joe Pritchard,1
1968/69,33,Roy Sinclair,1
1968/69,37,Alan King,1
1968/69,38,George Hudson,1
1968/69,38,OG,1
1968/69,40,John MacNamee,1
1968/69,41,John Rowland,1
1968/69,41,Kenny Beamish,1
1968/69,42,Dave Moorcroft,1
1968/69,42,Kenny Beamish,1
1968/69,43,Alan King,1
1968/69,43,Derek Smith,1
1968/69,44,Kenny Beamish,1
1968/69,45,Alan King,1
1968/69,45,John Rowland,1
1968/69,46,Alan King,1
1968/69,46,Derek Smith,2
1968/69,46,Kenny Beamish,3
1968/69,47,John Rowland,1
1968/69,47,Derek Smith,2
1968/69,47,Kenny Beamish,1
1968/69,47,John MacNamee,1
1968/69,49,Derek Smith,2
1968/69,52,John MacNamee,1
1969/70,1,George Yardley,2
1969/70,1,Derek Smith,1
1969/70,2,Kenny Beamish,1
1969/70,3,George Yardley,2
1969/70,3,Derek Smith,1
1969/70,4,Kenny Beamish,1
1969/70,4,Joe Pritchard,1
1969/70,4,George Yardley,1
1969/70,5,John MacNamee,1
1969/70,6,George Yardley,1
1969/70,7,George Yardley,1
1969/70,7,Derek Smith,1
1969/70,8,Alan King,1
1969/70,9,Derek Smith,1
1969/70,11,George Yardley,3
1969/70,15,George Yardley,1
1969/70,16,George Yardley,1
1969/70,16,Derek Smith,1
1969/70,16,John MacNamee,2
1969/70,16,OG,1
1969/70,19,Alan King,1
1969/70,19,Kenny Beamish,1
1969/70,20,Derek Smith,1
1969/70,20,Kenny Beamish,1
1969/70,21,Stan Storton,1
1969/70,21,Derek Smith,1
1969/70,22,Kenny Beamish,1
1969/70,22,George Yardley,2
1969/70,23,Kenny Beamish,1
1969/70,23,Derek Smith,1
1969/70,24,Derek Smith,1
1969/70,26,Kenny Beamish,1
1969/70,26,George Scott,1
1969/70,27,Eric Brodie,1
1969/70,27,George Scott,1
1969/70,27,Derek Smith,1
1969/70,28,Derek Smith,1
1969/70,29,Derek Smith,1
1969/70,29,Kenny Beamish,1
1969/70,31,Kenny Beamish,1
1969/70,31,John MacNamee,1
1969/70,35,Derek Smith,1
1969/70,38,George Yardley,1
1969/70,39,Alan King,1
1969/70,41,Kenny Beamish,1
1969/70,43,Alan King,1
1969/70,44,Joe Pritchard,1
1969/70,44,Kenny Beamish,1
1969/70,44,George Yardley,1
1969/70,46,Alan King,1
1969/70,47,George Yardley,1
1969/70,48,George Yardley,1
1969/70,49,Alan King,1
1969/70,49,Jimmy Hinch,1
1969/70,49,Frank Gill,1
1969/70,50,Tony Knapp,1
1969/70,51,George Yardley,1
1969/70,52,Kenny Beamish,1
1969/70,52,Jimmy Hinch,1
1969/70,52,Frank Gill,3
1969/70,54,Kenny Beamish,1
1969/70,55,George Yardley,1
1970/71,1,Kenny Beamish,1
1970/71,2,George Yardley,1
1970/71,2,Jimmy Hinch,1
1970/71,4,Kenny Beamish,3
1970/71,4,Alan King,1
1970/71,5,George Yardley,1
1970/71,5,OG,1
1970/71,6,George Yardley,1
1970/71,7,Jimmy Hinch,1
1970/71,7,Frank Gill,1
1970/71,8,George Yardley,1
1970/71,11,Jimmy Hinch,1
1970/71,12,Jimmy Hinch,1
1970/71,14,Frank Gill,1
1970/71,15,Jimmy Hinch,1
1970/71,16,Malcolm Moore,1
1970/71,17,Eric Brodie,1
1970/71,17,Malcolm Moore,1
1970/71,17,Jimmy Hinch,1
1970/71,19,Brian Joy,1
1970/71,19,Kenny Beamish,1
1970/71,19,Malcolm Moore,1
1970/71,19,Jimmy Hinch,1
1970/71,20,Malcolm Moore,2
1970/71,23,Frank Gill,1
1970/71,27,Kenny Beamish,3
1970/71,27,Jimmy Hinch,2
1970/71,28,Kenny Beamish,1
1970/71,30,Paul Crossley,1
1970/71,30,Kenny Beamish,1
1970/71,30,Malcolm Moore,1
1970/71,32,Jimmy Hinch,1
1970/71,34,Malcolm Moore,1
1970/71,34,Eric Brodie,1
1970/71,37,John Dempsey,1
1970/71,37,Malcolm Moore,1
1970/71,37,Frank Gill,1
1970/71,38,Malcolm Moore,2
1970/71,39,Kenny Beamish,1
1970/71,41,Paul Crossley,1
1970/71,42,Paul Crossley,2
1970/71,42,Trevor Storton,1
1970/71,43,Kenny Beamish,1
1970/71,46,OG,1
1970/71,48,Kenny Beamish,1
1970/71,53,Eric Brodie,1
1971/72,1,Kenny Beamish,1
1971/72,1,Trevor Storton,1
1971/72,2,Eric Brodie,1
1971/72,3,Ray Mathias,1
1971/72,4,Malcolm Moore,1
1971/72,4,Kenny Beamish,2
1971/72,7,Kenny Beamish,1
1971/72,10,Trevor Storton,2
1971/72,12,John Coyne,1
1971/72,12,Paul Crossley,1
1971/72,13,John Coyne,1
1971/72,13,Kenny Beamish,1
1971/72,14,Kenny Beamish,1
1971/72,14,John Coyne,1
1971/72,17,Alex Russell,1
1971/72,17,Kenny Beamish,1
1971/72,18,Kenny Beamish,1
1971/72,19,Alex Russell,1
1971/72,19,Alan King,1
1971/72,20,Alex Russell,1
1971/72,21,Alan King,1
1971/72,21,Malcolm Moore,1
1971/72,21,Paul Crossley,2
1971/72,22,Malcolm Moore,1
1971/72,23,Kenny Beamish,1
1971/72,24,Trevor Storton,1
1971/72,24,Paul Crossley,1
1971/72,25,Eric Brodie,1
1971/72,25,Kenny Beamish,1
1971/72,25,Malcolm Moore,1
1971/72,25,Paul Crossley,1
1971/72,26,Alex Russell,1
1971/72,26,Kenny Beamish,1
1971/72,28,Kenny Beamish,1
1971/72,28,Trevor Storton,1
1971/72,28,Paul Crossley,1
1971/72,29,Paul Crossley,1
1971/72,31,Kenny Beamish,1
1971/72,31,Malcolm Moore,1
1971/72,31,Trevor Storton,1
1971/72,31,Paul Crossley,1
1971/72,32,Kenny Beamish,1
1971/72,34,Ron Yeats,1
1971/72,34,Kenny Beamish,1
1971/72,36,Malcolm Moore,1
1971/72,37,Kenny Beamish,1
1971/72,37,Malcolm Moore,2
1971/72,37,Paul Crossley,1
1971/72,39,Kenny Beamish,1
1971/72,39,OG,1
1971/72,41,Malcolm Moore,1
1971/72,41,John Manning,1
1971/72,44,Trevor Storton,2
1971/72,44,Aiden Maher,1
1971/72,45,Alan King,1
1971/72,45,Trevor Storton,1
1971/72,47,Kit Fagan,1
1971/72,48,OG,1
1971/72,49,Malcolm Moore,1
1971/72,50,Ron Yeats,1
1971/72,50,Alex Russell,1
1971/72,50,Kit Fagan,1
1971/72,54,Ron Yeats,1
1971/72,54,Alan King,1
1971/72,56,Malcolm Moore,1
1972/73,3,Eddie Loyden,1
1972/73,3,Tommy Young,1
1972/73,6,Paul Crossley,1
1972/73,6,Eddie Loyden,2
1972/73,7,Paul Crossley,1
1972/73,8,Alex Russell,1
1972/73,9,Paul Crossley,1
1972/73,11,Eddie Flood,1
1972/73,11,Eddie Loyden,3
1972/73,12,Alex Russell,1
1972/73,13,Paul Crossley,1
1972/73,15,Alan Duffy,1
1972/73,17,Eddie Loyden,1
1972/73,18,Malcolm Moore,1
1972/73,18,Ian St John,1
1972/73,18,Eddie Loyden,2
1972/73,19,Malcolm Moore,1
1972/73,20,OG,1
1972/73,21,Eddie Flood,1
1972/73,21,Malcolm Moore,1
1972/73,22,Paul Crossley,1
1972/73,23,Eddie Loyden,1
1972/73,24,Tommy Young,1
1972/73,25,Tommy Young,1
1972/73,25,Paul Crossley,1
1972/73,27,Eddie Loyden,1
1972/73,28,Eddie Loyden,1
1972/73,28,Tommy Young,2
1972/73,28,Paul Crossley,2
1972/73,29,Malcolm Moore,1
1972/73,29,Alan Duffy,1
1972/73,29,Paul Crossley,1
1972/73,32,Bobby Graham,2
1972/73,32,Frank D'Arcy,1
1972/73,32,Eddie Loyden,1
1972/73,32,Tommy Young,1
1972/73,32,OG,1
1972/73,34,Eddie Loyden,1
1972/73,35,Eddie Loyden,1
1972/73,36,Eddie Loyden,1
1972/73,36,Tommy Young,1
1972/73,38,Ron Yeats,1
1972/73,39,Eddie Loyden,1
1972/73,40,Tommy Veitch,1
1972/73,40,Bobby Graham,1
1972/73,41,Malcolm Moore,1
1972/73,43,Tommy Young,2
1972/73,44,Tommy Young,1
1972/73,44,Paul Crossley,1
1972/73,46,Eddie Loyden,1
1972/73,49,Eddie Loyden,1
1973/74,2,Bobby Tynan,2
1973/74,2,Paul Crossley,1
1973/74,3,Mark Palios,1
1973/74,3,Hughie McAuley,1
1973/74,4,Eddie Loyden,1
1973/74,5,Eddie Loyden,1
1973/74,6,Mark Palios,1
1973/74,8,Eddie Loyden,1
1973/74,8,Tommy Young,1
1973/74,9,Tommy Young,1
1973/74,11,Eddie Loyden,1
1973/74,14,Tommy Young,1
1973/74,15,Mark Palios,1
1973/74,16,Ronnie Moore,1
1973/74,16,Russell Allen,2
1973/74,18,Eddie Loyden,1
1973/74,19,Ray Mathias,1
1973/74,19,Paul Crossley,1
1973/74,19,Tommy Young,1
1973/74,21,Russell Allen,1
1973/74,22,Bobby Tynan,1
1973/74,22,Tommy Young,1
1973/74,23,Ronnie Moore,1
1973/74,23,Bobby Tynan,1
1973/74,24,Tommy Young,1
1973/74,25,Ronnie Moore,1
1973/74,25,Paul Crossley,1
1973/74,25,Bobby Tynan,1
1973/74,25,Tommy Young,1
1973/74,27,Russell Allen,1
1973/74,29,Paul Crossley,1
1973/74,34,Steve Peplow,1
1973/74,34,Eddie Loyden,1
1973/74,36,Tommy Young,1
1973/74,38,Bobby Tynan,1
1973/74,38,Paul Crossley,1
1973/74,42,Paul Crossley,1
1973/74,44,Barrie Mitchell,1
1973/74,45,Ron Yeats,1
1973/74,45,Barrie Mitchell,1
1973/74,45,Paul Crossley,1
1973/74,46,Mark Palios,1
1973/74,46,OG,1
1973/74,47,Ron Yeats,1
1973/74,49,Russell Allen,1
1973/74,49,Barrie Mitchell,1
1973/74,49,Mark Palios,1
1973/74,51,Tommy Veitch,1
1973/74,51,Bobby Tynan,1
1973/74,51,Paul Crossley,1
1973/74,52,Mark Palios,2
1973/74,52,Barrie Mitchell,1
1973/74,52,Paul Crossley,2
1973/74,53,Steve Peplow,1
1973/74,53,Bobby Tynan,1
1974/75,2,Paul Crossley,1
1974/75,2,Tommy Young,1
1974/75,3,Paul Crossley,1
1974/75,4,Steve Coppell,1
1974/75,4,Russell Allen,1
1974/75,6,Russell Allen,1
1974/75,8,OG,1
1974/75,12,Tommy Young,1
1974/75,13,Tommy Veitch,1
1974/75,13,Steve Coppell,1
1974/75,13,Steve Peplow,1
1974/75,14,Steve Coppell,1
1974/75,14,Bobby Tynan,1
1974/75,14,Steve Peplow,1
1974/75,16,Tommy Young,1
1974/75,17,Steve Coppell,1
1974/75,17,Tommy Young,1
1974/75,17,Russell Allen,1
1974/75,19,Steve Peplow,1
1974/75,20,Steve Coppell,1
1974/75,20,Bobby Tynan,1
1974/75,21,Eddie Flood,1
1974/75,21,Steve Coppell,1
1974/75,21,Paul Crossley,1
1974/75,22,Steve Coppell,1
1974/75,22,Bobby Tynan,1
1974/75,23,Eddie Flood,1
1974/75,23,Steve Coppell,1
1974/75,23,Bobby Tynan,1
1974/75,23,Tommy Veitch,1
1974/75,23,Paul Crossley,2
1974/75,24,Bobby Tynan,1
1974/75,25,OG,1
1974/75,26,Paul Crossley,1
1974/75,29,Bobby Tynan,1
1974/75,29,Tommy Veitch,1
1974/75,31,Steve Coppell,1
1974/75,31,Paul Crossley,1
1974/75,33,Mark Palios,1
1974/75,33,Steve Coppell,1
1974/75,33,Tommy Young,1
1974/75,34,Steve Coppell,1
1974/75,34,Russell Allen,1
1974/75,34,OG,1
1974/75,35,Russell Allen,1
1974/75,36,Paul Crossley,1
1974/75,39,Mark Palios,1
1974/75,40,Paul Crossley,1
1974/75,42,Paul Crossley,1
1974/75,43,Ray Mathias,1
1974/75,43,Barrie Mitchell,2
1974/75,44,Russell Allen,1
1974/75,47,Ronnie Moore,1
1974/75,50,Paul Crossley,2
1974/75,52,Russell Allen,1
1974/75,52,Bobby Tynan,1
1974/75,53,Ronnie Moore,1
1974/75,53,Russell Allen,1
1975/76,1,Ronnie Moore,1
1975/76,2,Ronnie Moore,1
1975/76,3,Ray Mathias,1
1975/76,3,OG,1
1975/76,4,Ronnie Moore,2
1975/76,5,Ronnie Moore,1
1975/76,5,Russell Allen,1
1975/76,6,Russell Allen,1
1975/76,7,Ronnie Moore,1
1975/76,7,Bobby Tynan,1
1975/76,9,Bobby Tynan,1
1975/76,10,Steve Peplow,1
1975/76,10,Bobby Tynan,1
1975/76,11,Steve Peplow,1
1975/76,11,Ronnie Moore,1
1975/76,12,Tommy Young,1
1975/76,12,Barrie Mitchell,2
1975/76,12,Ronnie Moore,2
1975/76,12,John James,2
1975/76,13,Ronnie Moore,1
1975/76,13,John James,1
1975/76,14,John James,1
1975/76,14,Billy Kenny,1
1975/76,15,John James,1
1975/76,16,Tommy Young,1
1975/76,16,Steve Peplow,3
1975/76,16,Ronnie Moore,1
1975/76,16,John James,1
1975/76,17,John James,1
1975/76,18,Steve Peplow,1
1975/76,18,John James,1
1975/76,19,Ronnie Moore,4
1975/76,19,John James,1
1975/76,22,Steve Peplow,1
1975/76,22,Ronnie Moore,2
1975/76,23,Steve Peplow,1
1975/76,23,John James,2
1975/76,25,Steve Peplow,1
1975/76,25,Barrie Mitchell,1
1975/76,27,Steve Peplow,1
1975/76,27,Ronnie Moore,4
1975/76,28,Mark Palios,1
1975/76,28,Ronnie Moore,4
1975/76,29,Ronnie Moore,1
1975/76,32,Ronnie Moore,1
1975/76,32,John James,1
1975/76,33,John James,1
1975/76,34,Barrie Mitchell,1
1975/76,34,John James,1
1975/76,35,Ray Mathias,1
1975/76,35,Dave Philpotts,1
1975/76,36,Mark Palios,1
1975/76,38,Ronnie Moore,1
1975/76,39,John James,1
1975/76,40,Ronnie Moore,1
1975/76,40,John James,1
1975/76,41,Ronnie Moore,1
1975/76,41,John James,1
1975/76,42,Dave Philpotts,1
1975/76,42,Mark Palios,1
1975/76,42,Ronnie Moore,1
1975/76,44,Mark Palios,1
1975/76,44,Bobby Tynan,1
1975/76,44,Russell Allen,1
1975/76,45,Bobby Tynan,1
1975/76,47,Steve Peplow,1
1975/76,47,Ronnie Moore,1
1975/76,47,John James,1
1975/76,48,Ronnie Moore,3
1975/76,49,Dave Philpotts,1
1975/76,49,Ronnie Moore,1
1975/76,50,Dave Philpotts,1
1975/76,50,Ronnie Moore,1
1975/76,50,John James,1
1976/77,1,John James,1
1976/77,2,Ronnie Moore,1
1976/77,2,John James,2
1976/77,4,Ronnie Moore,1
1976/77,6,Bobby Tynan,1
1976/77,8,Billy Kenny,1
1976/77,8,Russell Allen,1
1976/77,9,Bobby Tynan,1
1976/77,10,Russell Allen,1
1976/77,11,Steve Peplow,1
1976/77,13,Bobby Tynan,1
1976/77,13,Russell Allen,1
1976/77,14,Billy Kenny,1
1976/77,14,Ronnie Moore,1
1976/77,15,Billy Kenny,1
1976/77,16,Russell Allen,1
1976/77,19,Tommy Young,2
1976/77,21,Tommy Young,1
1976/77,21,Russell Allen,1
1976/77,22,Russell Allen,1
1976/77,23,Tommy Young,1
1976/77,23,OG,1
1976/77,24,Mark Palios,1
1976/77,24,Russell Allen,1
1976/77,26,Mark Palios,1
1976/77,26,Eddie Cliff,1
1976/77,26,Ronnie Moore,1
1976/77,26,Russell Allen,1
1976/77,28,Russell Allen,1
1976/77,29,Steve Peplow,2
1976/77,29,Ronnie Moore,1
1976/77,29,Russell Allen,1
1976/77,33,Billy Kenny,1
1976/77,35,John James,1
1976/77,37,Mark Palios,1
1976/77,37,Ronnie Moore,1
1976/77,37,John James,1
1976/77,37,Russell Allen,1
1976/77,39,Ronnie Moore,1
1976/77,41,Ronnie Moore,1
1976/77,41,Russell Allen,1
1976/77,43,Les Parry,1
1976/77,43,John James,1
1976/77,44,Russell Allen,1
1976/77,45,Eddie Cliff,1
1976/77,45,Ronnie Moore,1
1976/77,45,Russell Allen,1
1976/77,46,Eddie Flood,1
1976/77,46,Russell Allen,1
1976/77,48,Ronnie Moore,1
1976/77,48,John James,1
1976/77,49,Russell Allen,1
1977/78,2,Bobby Tynan,1
1977/78,2,Russell Allen,1
1977/78,3,Mark Palios,1
1977/78,3,Russell Allen,2
1977/78,4,Russell Allen,1
1977/78,5,Ronnie Moore,1
1977/78,7,Clive Evans,1
1977/78,7,Steve Peplow,1
1977/78,7,Ronnie Moore,1
1977/78,9,Russell Allen,1
1977/78,11,Mark Palios,3
1977/78,11,Ronnie Moore,1
1977/78,11,Russell Allen,1
1977/78,12,Steve Peplow,1
1977/78,12,Ronnie Moore,1
1977/78,14,Ronnie Moore,1
1977/78,15,Dave Philpotts,1
1977/78,15,Bobby Tynan,1
1977/78,16,Ronnie Moore,1
1977/78,18,Eddie Flood,1
1977/78,18,Mark Palios,1
1977/78,18,Ronnie Moore,1
1977/78,18,Russell Allen,1
1977/78,18,John James,1
1977/78,19,Mark Palios,1
1977/78,19,Russell Allen,1
1977/78,20,Ronnie Moore,1
1977/78,21,Russell Allen,1
1977/78,22,John James,1
1977/78,24,Mark Palios,1
1977/78,25,Steve Peplow,2
1977/78,25,Ronnie Moore,2
1977/78,26,Bobby Tynan,3
1977/78,27,Ronnie Moore,1
1977/78,28,Steve Peplow,1
1977/78,28,Russell Allen,1
1977/78,30,Ronnie Moore,1
1977/78,31,Ronnie Moore,1
1977/78,31,Bobby Tynan,1
1977/78,33,Mark Palios,1
1977/78,33,Ronnie Moore,1
1977/78,37,Bobby Tynan,1
1977/78,38,Russell Allen,1
1977/78,41,Clive Evans,1
1977/78,41,Steve Peplow,1
1977/78,41,Ronnie Moore,1
1977/78,43,Russell Allen,1
1977/78,45,Bobby Tynan,1
1977/78,46,Steve Peplow,1
1977/78,47,Ronnie Moore,1
1977/78,47,Russell Allen,1
1977/78,49,Eddie Cliff,1
1977/78,49,Russell Allen,1
1977/78,50,Ronnie Moore,1
1978/79,1,Hughie McAuley,1
1978/79,2,Tommy O'Neil,1
1978/79,3,Steve Peplow,1
1978/79,4,Steve Peplow,1
1978/79,5,Eddie Cliff,1
1978/79,7,Steve Peplow,1
1978/79,8,Clive Evans,1
1978/79,8,Ronnie Moore,2
1978/79,10,Ronnie Moore,1
1978/79,10,Clive Evans,1
1978/79,13,Tommy O'Neil,1
1978/79,13,John Bramhall,1
1978/79,13,Ronnie Moore,3
1978/79,13,Steve Peplow,1
1978/79,14,Clive Evans,1
1978/79,14,John Bramhall,1
1978/79,16,Ronnie Moore,1
1978/79,18,Tommy O'Neil,1
1978/79,20,Steve Peplow,1
1978/79,21,Ronnie Moore,1
1978/79,21,Hughie McAuley,1
1978/79,23,Ronnie Moore,1
1978/79,25,Steve Craven,1
1978/79,25,Steve Peplow,1
1978/79,27,Clive Evans,1
1978/79,27,Steve Peplow,1
1978/79,28,Les Parry,1
1978/79,28,Ronnie Moore,1
1978/79,29,Clive Evans,1
1978/79,30,John Kerr,1
1978/79,31,John Kerr,1
1978/79,32,Dennis Postlewhite,1
1978/79,36,Clive Evans,1
1978/79,36,OG,1
1978/79,37,John Kerr,1
1978/79,37,Mark Palios,1
1978/79,38,John Kerr,1
1978/79,40,Clive Evans,1
1978/79,41,Clive Evans,1
1978/79,44,Steve Craven,1
1978/79,45,Clive Evans,1
1978/79,46,Clive Evans,1
1978/79,46,John Kerr,1
1978/79,47,John Thomas,1
1978/79,49,John Kerr,1
1978/79,50,John Thomas,1
1978/79,51,Steve Peplow,1
1979/80,1,Steve Peplow,1
1979/80,1,Jim Lumby,1
1979/80,2,Steve Peplow,1
1979/80,3,Steve Craven,1
1979/80,3,John Kerr,1
1979/80,4,Elfyn Edwards,1
1979/80,4,Jim Lumby,1
1979/80,9,Steve Craven,1
1979/80,9,Jim Lumby,1
1979/80,10,Tommy O'Neil,1
1979/80,10,Steve Craven,1
1979/80,10,John Kerr,1
1979/80,10,Steve Peplow,1
1979/80,11,John Kerr,1
1979/80,14,John Kerr,1
1979/80,15,Steve Craven,1
1979/80,16,Tommy O'Neil,2
1979/80,16,Steve Peplow,1
1979/80,18,Clive Evans,1
1979/80,19,Tommy O'Neil,1
1979/80,20,Tommy O'Neil,1
1979/80,22,Kenny Beamish,1
1979/80,23,Kenny Beamish,1
1979/80,24,Clive Evans,2
1979/80,24,Tommy O'Neil,2
1979/80,24,Jim Lumby,3
1979/80,24,Kenny Beamish,1
1979/80,24,OG,1
1979/80,25,Clive Evans,1
1979/80,25,Jim Lumby,1
1979/80,26,Kenny Beamish,1
1979/80,27,Clive Evans,1
1979/80,27,Steve Peplow,1
1979/80,28,Kenny Beamish,1
1979/80,29,OG,1
1979/80,31,Kenny Beamish,3
1979/80,31,Steve Peplow,1
1979/80,32,Steve Peplow,1
1979/80,33,Steve Craven,1
1979/80,33,Kenny Beamish,1
1979/80,34,Clive Evans,2
1979/80,34,John Kelly,2
1979/80,34,Kenny Beamish,1
1979/80,35,Steve Peplow,1
1979/80,36,John Bramhall,1
1979/80,37,Tommy O'Neil,1
1979/80,39,Tommy O'Neil,1
1979/80,41,John Kelly,1
1979/80,41,Kenny Beamish,1
1979/80,42,Clive Evans,1
1979/80,43,John Kerr,1
1979/80,47,Eddie Flood,1
1979/80,47,John Kelly,1
1979/80,49,Tommy O'Neil,1
1979/80,50,John Kerr,1
1979/80,51,Steve Peplow,1
1980/81,1,Elfyn Edwards,1
1980/81,1,John Kelly,1
1980/81,1,Steve Craven,1
1980/81,3,Jim Lumby,1
1980/81,6,Clive Evans,1
1980/81,7,Clive Evans,1
1980/81,7,Jim Lumby,2
1980/81,8,John Bramhall,1
1980/81,8,John Kerr,1
1980/81,9,Jim Lumby,1
1980/81,11,Kenny Beamish,1
1980/81,12,Jim Lumby,1
1980/81,13,Jim Lumby,2
1980/81,13,Kenny Beamish,1
1980/81,14,Steve Peplow,1
1980/81,14,Jim Lumby,3
1980/81,14,Kenny Beamish,1
1980/81,15,Clive Evans,1
1980/81,15,Jim Lumby,1
1980/81,15,Kenny Beamish,1
1980/81,16,Jim Lumby,1
1980/81,17,Steve Peplow,1
1980/81,18,Steve Peplow,1
1980/81,18,Steve Mungall,1
1980/81,18,John Kerr,1
1980/81,19,Steve Mungall,1
1980/81,19,Jim Lumby,1
1980/81,20,Jim Lumby,1
1980/81,22,Clive Evans,1
1980/81,22,Jim Lumby,2
1980/81,23,Jim Lumby,1
1980/81,27,Kenny Beamish,1
1980/81,27,Steve Craven,1
1980/81,28,Steve Craven,1
1980/81,29,Jim Lumby,1
1980/81,29,John Kerr,1
1980/81,32,John Kerr,1
1980/81,34,John Kelly,1
1980/81,35,Les Parry,1
1980/81,35,John Kelly,1
1980/81,35,Kenny Beamish,1
1980/81,36,John Kerr,1
1980/81,37,Clive Evans,1
1980/81,37,John Kelly,1
1980/81,39,Neville Powell,1
1980/81,41,Clive Evans,1
1980/81,42,OG,1
1980/81,43,John Bramhall,1
1980/81,44,Kenny Beamish,1
1980/81,44,John Kerr,1
1980/81,45,Clive Evans,1
1980/81,46,Steve Mungall,1
1980/81,46,John Kelly,1
1980/81,47,Les Parry,1
1980/81,47,Clive Evans,1
1980/81,48,Clive Evans,2
1980/81,48,John Williams,1
1980/81,49,Steve Craven,1
1980/81,51,John Williams,1
1980/81,52,Steve Peplow,1
1980/81,52,John Kelly,1
1981/82,2,John Kerr,1
1981/82,2,Owen Brown,2
1981/82,2,OG,1
1981/82,5,John Kelly,1
1981/82,5,John Kerr,1
1981/82,5,Owen Brown,1
1981/82,6,Steve Mungall,1
1981/82,7,John Bramhall,1
1981/82,7,Owen Brown,1
1981/82,9,John Williams,1
1981/82,10,Derek Mountfield,1
1981/82,10,John Williams,1
1981/82,11,Owen Brown,2
1981/82,12,Bryan Hamilton,1
1981/82,13,Owen Brown,2
1981/82,14,Owen Brown,1
1981/82,15,Brian Morley,1
1981/82,15,Owen Brown,1
1981/82,16,Bobby Hutchinson,1
1981/82,16,John Kerr,1
1981/82,20,Bobby Hutchinson,1
1981/82,21,Owen Brown,1
1981/82,22,Owen Brown,1
