season,game_no,player_name,goals_scored,game_date,opposition,venue,score,goals_for,goals_against,generic_comp,game_type,league_tier,manager
1925/26,36,Bert Cartman,1,1926-04-02,Halifax Town,H,3-1,3,1,Football League,League,3,Bert Cooke
1925/26,36,OG,1,1926-04-02,Halifax Town,H,3-1,3,1,Football League,League,3,Bert Cooke
1925/26,37,Fred Marquis,1,1926-04-03,Wrexham,H,4-1,4,1,Football League,League,3,Bert Cooke
1925/26,37,Harry Littlehales,1,1926-04-03,Wrexham,H,4-1,4,1,Football League,League,3,Bert Cooke
1925/26,37,Norman Proctor,1,1926-04-03,Wrexham,H,4-1,4,1,Football League,League,3,Bert Cooke
1925/26,37,Bert Cartman,1,1926-04-03,Wrexham,H,4-1,4,1,Football League,League,3,Bert Cooke
1925/26,38,Fred Marquis,1,1926-04-05,Barrow,H,3-0,3,0,Football League,League,3,Bert Cooke
1925/26,38,Harry Littlehales,2,1926-04-05,Barrow,H,3-0,3,0,Football League,League,3,Bert Cooke
1925/26,39,Harry Littlehales,1,1926-04-06,Halifax Town,A,1-1,1,1,Football League,League,3,Bert Cooke
1925/26,42,Fred Marquis,1,1926-04-17,Southport,H,1-0,1,0,Football League,League,3,Bert Cooke
1925/26,43,Fred Marquis,1,1926-04-24,Barrow,A,3-3,3,3,Football League,League,3,Bert Cooke
1925/26,43,Norman Proctor,2,1926-04-24,Barrow,A,3-3,3,3,Football League,League,3,Bert Cooke
1925/26,44,Bob White,1,1926-05-01,Nelson,H,4-2,4,2,Football League,League,3,Bert Cooke
1925/26,44,Norman Proctor,3,1926-05-01,Nelson,H,4-2,4,2,Football League,League,3,Bert Cooke
1926/27,1,Fred Marquis,1,1926-08-28,Durham City,A,3-0,3,0,Football League,League,3,Bert Cooke
1926/27,1,Billy Charlton,1,1926-08-28,Durham City,A,3-0,3,0,Football League,League,3,Bert Cooke
1926/27,1,Bert Cartman,1,1926-08-28,Durham City,A,3-0,3,0,Football League,League,3,Bert Cooke
1926/27,2,Billy Charlton,1,1926-08-30,Barrow,A,1-2,1,2,Football League,League,3,Bert Cooke
1926/27,3,Fred Marquis,2,1926-09-04,New Brighton,H,4-1,4,1,Football League,League,3,Bert Cooke
1926/27,3,Billy Charlton,2,1926-09-04,New Brighton,H,4-1,4,1,Football League,League,3,Bert Cooke
1926/27,4,Billy Charlton,1,1926-09-06,Lincoln City,A,2-1,2,1,Football League,League,3,Bert Cooke
1926/27,4,Bert Cartman,1,1926-09-06,Lincoln City,A,2-1,2,1,Football League,League,3,Bert Cooke
1926/27,6,Norman Proctor,1,1926-09-18,Southport,A,3-1,3,1,Football League,League,3,Bert Cooke
1926/27,6,Bert Cartman,1,1926-09-18,Southport,A,3-1,3,1,Football League,League,3,Bert Cooke
1926/27,6,OG,1,1926-09-18,Southport,A,3-1,3,1,Football League,League,3,Bert Cooke
1926/27,7,Harry Littlehales,1,1926-09-20,Lincoln City,H,1-1,1,1,Football League,League,3,Bert Cooke
1926/27,9,OG,1,1926-10-02,Hartlepools United,A,1-2,1,2,Football League,League,3,Bert Cooke
1926/27,10,Billy Charlton,1,1926-10-09,Crewe Alexandra,H,1-0,1,0,Football League,League,3,Bert Cooke
1926/27,11,Billy Charlton,1,1926-10-16,Chesterfield,A,1-3,1,3,Football League,League,3,Bert Cooke
1926/27,12,Fred Marquis,1,1926-10-23,Ashington,A,3-4,3,4,Football League,League,3,Bert Cooke
1926/27,12,Billy Charlton,1,1926-10-23,Ashington,A,3-4,3,4,Football League,League,3,Bert Cooke
1926/27,12,OG,1,1926-10-23,Ashington,A,3-4,3,4,Football League,League,3,Bert Cooke
1926/27,13,Fred Marquis,1,1926-10-30,Wrexham,A,1-0,1,0,Football League,League,3,Bert Cooke
1926/27,14,Jack Flanagan,3,1926-11-06,Wigan Borough,H,3-1,3,1,Football League,League,3,Bert Cooke
1926/27,15,Billy Charlton,1,1926-11-13,Doncaster Rovers,A,1-4,1,4,Football League,League,3,Bert Cooke
1926/27,16,Jack Flanagan,1,1926-11-20,Stoke City,H,1-1,1,1,Football League,League,3,Bert Cooke
1926/27,17,Fred Marquis,1,1926-11-27,Southport,A,1-1,1,1,FA Cup,Cup,NA,Bert Cooke
1926/27,18,Harry Littlehales,1,1926-12-02,Southport,H,1-2,1,2,FA Cup,Cup,NA,Bert Cooke
1926/27,19,Bert Cartman,1,1926-12-04,Bradford Park Avenue,H,1-2,1,2,Football League,League,3,Bert Cooke
1926/27,20,Jack Flanagan,1,1926-12-18,Nelson,H,2-3,2,3,Football League,League,3,Bert Cooke
1926/27,20,Ellis Rimmer,1,1926-12-18,Nelson,H,2-3,2,3,Football League,League,3,Bert Cooke
1926/27,21,Fred Marquis,1,1926-12-25,Accrington Stanley,A,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,21,Jack Flanagan,1,1926-12-25,Accrington Stanley,A,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,21,Ellis Rimmer,1,1926-12-25,Accrington Stanley,A,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,22,Jack Flanagan,1,1926-12-27,Ashington,H,2-1,2,1,Football League,League,3,Bert Cooke
1926/27,22,Tommy Jones,1,1926-12-27,Ashington,H,2-1,2,1,Football League,League,3,Bert Cooke
1926/27,23,Ginger Lewis,1,1927-01-01,Barrow,H,7-2,7,2,Football League,League,3,Bert Cooke
1926/27,23,Jack Flanagan,5,1927-01-01,Barrow,H,7-2,7,2,Football League,League,3,Bert Cooke
1926/27,23,OG,1,1927-01-01,Barrow,H,7-2,7,2,Football League,League,3,Bert Cooke
1926/27,24,Jack Flanagan,1,1927-01-08,Rotherham United,A,2-2,2,2,Football League,League,3,Bert Cooke
1926/27,24,Tommy Jones,1,1927-01-08,Rotherham United,A,2-2,2,2,Football League,League,3,Bert Cooke
1926/27,25,Vince Matthews,1,1927-01-15,Durham City,H,8-3,8,3,Football League,League,3,Bert Cooke
1926/27,25,Bob White,1,1927-01-15,Durham City,H,8-3,8,3,Football League,League,3,Bert Cooke
1926/27,25,Norman Proctor,1,1927-01-15,Durham City,H,8-3,8,3,Football League,League,3,Bert Cooke
1926/27,25,Jack Flanagan,2,1927-01-15,Durham City,H,8-3,8,3,Football League,League,3,Bert Cooke
1926/27,25,Tommy Jones,2,1927-01-15,Durham City,H,8-3,8,3,Football League,League,3,Bert Cooke
1926/27,25,Ellis Rimmer,1,1927-01-15,Durham City,H,8-3,8,3,Football League,League,3,Bert Cooke
1926/27,27,Ellis Rimmer,1,1927-01-24,Walsall,A,1-5,1,5,Football League,League,3,Bert Cooke
1926/27,28,Jack Flanagan,1,1927-01-29,Rochdale,A,1-3,1,3,Football League,League,3,Bert Cooke
1926/27,29,Bob White,1,1927-02-05,Southport,H,3-0,3,0,Football League,League,3,Bert Cooke
1926/27,29,Jack Flanagan,2,1927-02-05,Southport,H,3-0,3,0,Football League,League,3,Bert Cooke
1926/27,30,Ellis Rimmer,1,1927-02-12,Stockport County,A,1-2,1,2,Football League,League,3,Bert Cooke
1926/27,31,Jack Flanagan,1,1927-02-19,Hartlepools United,H,2-0,2,0,Football League,League,3,Bert Cooke
1926/27,31,Tommy Jones,1,1927-02-19,Hartlepools United,H,2-0,2,0,Football League,League,3,Bert Cooke
1926/27,32,Ellis Rimmer,1,1927-02-26,Crewe Alexandra,A,1-4,1,4,Football League,League,3,Bert Cooke
1926/27,33,Bob White,1,1927-03-05,Chesterfield,H,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,33,Fred Marquis,1,1927-03-05,Chesterfield,H,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,33,Jack Flanagan,1,1927-03-05,Chesterfield,H,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,34,Jack Flanagan,1,1927-03-19,Wrexham,H,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,34,Tommy Jones,1,1927-03-19,Wrexham,H,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,34,Ellis Rimmer,1,1927-03-19,Wrexham,H,3-2,3,2,Football League,League,3,Bert Cooke
1926/27,35,Tommy Jones,1,1927-03-26,Wigan Borough,A,1-1,1,1,Football League,League,3,Bert Cooke
1926/27,36,Ellis Rimmer,1,1927-04-02,Doncaster Rovers,H,1-1,1,1,Football League,League,3,Bert Cooke
1926/27,39,Fred Marquis,1,1927-04-16,Rotherham United,H,4-0,4,0,Football League,League,3,Bert Cooke
1926/27,39,Jack Flanagan,1,1927-04-16,Rotherham United,H,4-0,4,0,Football League,League,3,Bert Cooke
1926/27,39,Ellis Rimmer,2,1927-04-16,Rotherham United,H,4-0,4,0,Football League,League,3,Bert Cooke
1926/27,40,Jack Flanagan,2,1927-04-18,Accrington Stanley,H,2-1,2,1,Football League,League,3,Bert Cooke
1926/27,42,Billy Charlton,2,1927-04-23,Bradford Park Avenue,A,3-5,3,5,Football League,League,3,Bert Cooke
1926/27,42,Tommy Jones,1,1927-04-23,Bradford Park Avenue,A,3-5,3,5,Football League,League,3,Bert Cooke
1926/27,43,Fred Marquis,2,1927-04-30,Walsall,H,6-0,6,0,Football League,League,3,Bert Cooke
1926/27,43,Jack Flanagan,1,1927-04-30,Walsall,H,6-0,6,0,Football League,League,3,Bert Cooke
1926/27,43,Tommy Jones,3,1927-04-30,Walsall,H,6-0,6,0,Football League,League,3,Bert Cooke
1926/27,44,Jack Flanagan,1,1927-05-07,Nelson,A,2-0,2,0,Football League,League,3,Bert Cooke
1926/27,44,Bert Cartman,1,1927-05-07,Nelson,A,2-0,2,0,Football League,League,3,Bert Cooke
1927/28,1,Jack Flanagan,1,1927-08-27,Southport,H,1-0,1,0,Football League,League,3,Bert Cooke
1927/28,2,Billy Charlton,1,1927-08-29,Rotherham United,A,1-2,1,2,Football League,League,3,Bert Cooke
1927/28,3,Pongo Waring,2,1927-09-03,Durham City,A,3-1,3,1,Football League,League,3,Bert Cooke
1927/28,3,Tommy Jones,1,1927-09-03,Durham City,A,3-1,3,1,Football League,League,3,Bert Cooke
1927/28,4,Ginger Lewis,1,1927-09-10,Wrexham,H,2-1,2,1,Football League,League,3,Bert Cooke
1927/28,4,Ellis Rimmer,1,1927-09-10,Wrexham,H,2-1,2,1,Football League,League,3,Bert Cooke
1927/28,5,Billy Charlton,1,1927-09-17,Chesterfield,A,2-2,2,2,Football League,League,3,Bert Cooke
1927/28,5,Pongo Waring,1,1927-09-17,Chesterfield,A,2-2,2,2,Football League,League,3,Bert Cooke
1927/28,6,Pongo Waring,2,1927-09-24,Bradford Park Avenue,H,2-2,2,2,Football League,League,3,Bert Cooke
1927/28,7,Pongo Waring,1,1927-10-01,New Brighton,A,1-0,1,0,Football League,League,3,Bert Cooke
1927/28,9,Bert Cartman,1,1927-10-15,Barrow,H,5-0,5,0,Football League,League,3,Bert Cooke
1927/28,9,Billy Charlton,1,1927-10-15,Barrow,H,5-0,5,0,Football League,League,3,Bert Cooke
1927/28,9,Pongo Waring,2,1927-10-15,Barrow,H,5-0,5,0,Football League,League,3,Bert Cooke
1927/28,9,Ellis Rimmer,1,1927-10-15,Barrow,H,5-0,5,0,Football League,League,3,Bert Cooke
1927/28,10,Billy Charlton,2,1927-10-22,Crewe Alexandra,H,3-3,3,3,Football League,League,3,Bert Cooke
1927/28,10,Harry Littlehales,1,1927-10-22,Crewe Alexandra,H,3-3,3,3,Football League,League,3,Bert Cooke
1927/28,11,Billy Charlton,1,1927-10-29,Halifax Town,A,2-2,2,2,Football League,League,3,Bert Cooke
1927/28,11,Ellis Rimmer,1,1927-10-29,Halifax Town,A,2-2,2,2,Football League,League,3,Bert Cooke
1927/28,12,Pongo Waring,1,1927-11-05,Bradford City,H,2-1,2,1,Football League,League,3,Bert Cooke
1927/28,12,Ellis Rimmer,1,1927-11-05,Bradford City,H,2-1,2,1,Football League,League,3,Bert Cooke
1927/28,14,Billy Charlton,2,1927-11-19,Darlington,H,3-1,3,1,Football League,League,3,Bert Cooke
1927/28,14,Pongo Waring,1,1927-11-19,Darlington,H,3-1,3,1,Football League,League,3,Bert Cooke
1927/28,15,Billy Charlton,2,1927-11-26,Shirebrook,A,3-1,3,1,FA Cup,Cup,NA,Bert Cooke
1927/28,15,Pongo Waring,1,1927-11-26,Shirebrook,A,3-1,3,1,FA Cup,Cup,NA,Bert Cooke
1927/28,16,Bert Cartman,1,1927-12-03,Wigan Borough,H,5-2,5,2,Football League,League,3,Bert Cooke
1927/28,16,Pongo Waring,3,1927-12-03,Wigan Borough,H,5-2,5,2,Football League,League,3,Bert Cooke
1927/28,16,Ellis Rimmer,1,1927-12-03,Wigan Borough,H,5-2,5,2,Football League,League,3,Bert Cooke
1927/28,17,Jack Bamber,1,1927-12-10,Halifax Town,H,3-1,3,1,FA Cup,Cup,NA,Bert Cooke
1927/28,17,Ellis Rimmer,2,1927-12-10,Halifax Town,H,3-1,3,1,FA Cup,Cup,NA,Bert Cooke
1927/28,18,Harry Littlehales,1,1927-12-17,Hartlepools United,H,1-2,1,2,Football League,League,3,Bert Cooke
1927/28,19,Pongo Waring,1,1927-12-24,Lincoln City,A,1-1,1,1,Football League,League,3,Bert Cooke
1927/28,20,Ellis Rimmer,1,1927-12-27,Nelson,H,1-1,1,1,Football League,League,3,Bert Cooke
1927/28,21,Harry Littlehales,1,1927-12-31,Southport,A,1-0,1,0,Football League,League,3,Bert Cooke
1927/28,22,Harry Littlehales,1,1928-01-02,Rotherham United,H,2-0,2,0,Football League,League,3,Bert Cooke
1927/28,22,Ellis Rimmer,1,1928-01-02,Rotherham United,H,2-0,2,0,Football League,League,3,Bert Cooke
1927/28,23,Bert Cartman,1,1928-01-07,Durham City,H,11-1,11,1,Football League,League,3,Bert Cooke
1927/28,23,Tommy Jones,1,1928-01-07,Durham City,H,11-1,11,1,Football League,League,3,Bert Cooke
1927/28,23,Pongo Waring,6,1928-01-07,Durham City,H,11-1,11,1,Football League,League,3,Bert Cooke
1927/28,23,Harry Littlehales,2,1928-01-07,Durham City,H,11-1,11,1,Football League,League,3,Bert Cooke
1927/28,23,OG,1,1928-01-07,Durham City,H,11-1,11,1,Football League,League,3,Bert Cooke
1927/28,26,Fred Bedford,1,1928-01-28,Chesterfield,H,6-3,6,3,Football League,League,3,Bert Cooke
1927/28,26,Billy Charlton,1,1928-01-28,Chesterfield,H,6-3,6,3,Football League,League,3,Bert Cooke
1927/28,26,Pongo Waring,1,1928-01-28,Chesterfield,H,6-3,6,3,Football League,League,3,Bert Cooke
1927/28,26,Harry Littlehales,1,1928-01-28,Chesterfield,H,6-3,6,3,Football League,League,3,Bert Cooke
1927/28,26,Ellis Rimmer,2,1928-01-28,Chesterfield,H,6-3,6,3,Football League,League,3,Bert Cooke
1927/28,27,Fred Bedford,1,1928-02-04,Bradford Park Avenue,A,2-6,2,6,Football League,League,3,Bert Cooke
1927/28,27,Billy Charlton,1,1928-02-04,Bradford Park Avenue,A,2-6,2,6,Football League,League,3,Bert Cooke
1927/28,28,Billy Charlton,1,1928-02-11,New Brighton,H,4-0,4,0,Football League,League,3,Bert Cooke
1927/28,28,Pongo Waring,2,1928-02-11,New Brighton,H,4-0,4,0,Football League,League,3,Bert Cooke
1927/28,28,Harry Littlehales,1,1928-02-11,New Brighton,H,4-0,4,0,Football League,League,3,Bert Cooke
1927/28,29,Billy Charlton,1,1928-02-15,Accrington Stanley,A,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,29,Jack Flanagan,1,1928-02-15,Accrington Stanley,A,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,29,Harry Littlehales,1,1928-02-15,Accrington Stanley,A,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,30,Tommy Jones,2,1928-02-18,Stockport County,H,5-2,5,2,Football League,League,3,Bert Cooke
1927/28,30,Billy Charlton,1,1928-02-18,Stockport County,H,5-2,5,2,Football League,League,3,Bert Cooke
1927/28,30,Jack Flanagan,1,1928-02-18,Stockport County,H,5-2,5,2,Football League,League,3,Bert Cooke
1927/28,30,Fred Urmson,1,1928-02-18,Stockport County,H,5-2,5,2,Football League,League,3,Bert Cooke
1927/28,31,Harry Littlehales,1,1928-02-25,Barrow,A,1-2,1,2,Football League,League,3,Bert Cooke
1927/28,32,Harry Littlehales,1,1928-03-03,Crewe Alexandra,A,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,32,Jack Flanagan,1,1928-03-03,Crewe Alexandra,A,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,32,Harry Bevan,1,1928-03-03,Crewe Alexandra,A,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,33,Billy Charlton,1,1928-03-10,Halifax Town,H,2-2,2,2,Football League,League,3,Bert Cooke
1927/28,33,Jack Flanagan,1,1928-03-10,Halifax Town,H,2-2,2,2,Football League,League,3,Bert Cooke
1927/28,34,Tommy Jones,1,1928-03-17,Bradford City,A,1-3,1,3,Football League,League,3,Bert Cooke
1927/28,35,Billy Charlton,3,1928-03-24,Ashington,H,5-3,5,3,Football League,League,3,Bert Cooke
1927/28,35,Jack Flanagan,1,1928-03-24,Ashington,H,5-3,5,3,Football League,League,3,Bert Cooke
1927/28,35,Harry Littlehales,1,1928-03-24,Ashington,H,5-3,5,3,Football League,League,3,Bert Cooke
1927/28,36,Tommy Jones,2,1928-03-31,Darlington,A,7-3,7,3,Football League,League,3,Bert Cooke
1927/28,36,Billy Charlton,1,1928-03-31,Darlington,A,7-3,7,3,Football League,League,3,Bert Cooke
1927/28,36,Jack Flanagan,3,1928-03-31,Darlington,A,7-3,7,3,Football League,League,3,Bert Cooke
1927/28,36,Harry Littlehales,1,1928-03-31,Darlington,A,7-3,7,3,Football League,League,3,Bert Cooke
1927/28,37,Jack Flanagan,1,1928-04-06,Rochdale,H,3-0,3,0,Football League,League,3,Bert Cooke
1927/28,37,Harry Bevan,1,1928-04-06,Rochdale,H,3-0,3,0,Football League,League,3,Bert Cooke
1927/28,37,Fred Urmson,1,1928-04-06,Rochdale,H,3-0,3,0,Football League,League,3,Bert Cooke
1927/28,38,Tommy Jones,1,1928-04-07,Accrington Stanley,H,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,38,Billy Charlton,1,1928-04-07,Accrington Stanley,H,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,38,Harry Littlehales,1,1928-04-07,Accrington Stanley,H,3-2,3,2,Football League,League,3,Bert Cooke
1927/28,39,Billy Charlton,1,1928-04-09,Rochdale,A,2-1,2,1,Football League,League,3,Bert Cooke
1927/28,39,Jack Flanagan,1,1928-04-09,Rochdale,A,2-1,2,1,Football League,League,3,Bert Cooke
1927/28,42,Tommy Jones,2,1928-04-24,Nelson,A,5-3,5,3,Football League,League,3,Bert Cooke
1927/28,42,Billy Charlton,2,1928-04-24,Nelson,A,5-3,5,3,Football League,League,3,Bert Cooke
1927/28,42,Jack Flanagan,1,1928-04-24,Nelson,A,5-3,5,3,Football League,League,3,Bert Cooke
1927/28,44,Jack Flanagan,1,1928-05-01,Doncaster Rovers,A,2-5,2,5,Football League,League,3,Bert Cooke
1927/28,44,Harry Littlehales,1,1928-05-01,Doncaster Rovers,A,2-5,2,5,Football League,League,3,Bert Cooke
1927/28,45,Sammy Beswick,2,1928-05-05,Lincoln City,H,2-2,2,2,Football League,League,3,Bert Cooke
1928/29,1,Tommy Jones,1,1928-08-25,Stockport County,A,1-4,1,4,Football League,League,3,Bert Cooke
1928/29,2,Harry Littlehales,1,1928-08-27,Wrexham,H,1-1,1,1,Football League,League,3,Bert Cooke
1928/29,3,Jack Flanagan,1,1928-09-01,Halifax Town,H,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,3,Percy Richards,1,1928-09-01,Halifax Town,H,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,4,Billy Charlton,1,1928-09-05,Wrexham,A,1-3,1,3,Football League,League,3,Bert Cooke
1928/29,5,Harry Littlehales,1,1928-09-08,Lincoln City,A,1-3,1,3,Football League,League,3,Bert Cooke
1928/29,6,Billy Charlton,1,1928-09-15,Bradford City,H,1-0,1,0,Football League,League,3,Bert Cooke
1928/29,8,Billy Charlton,2,1928-09-29,Hartlepools United,H,3-0,3,0,Football League,League,3,Bert Cooke
1928/29,8,Harry Littlehales,1,1928-09-29,Hartlepools United,H,3-0,3,0,Football League,League,3,Bert Cooke
1928/29,9,Fred Urmson,1,1928-10-06,Carlisle United,A,1-4,1,4,Football League,League,3,Bert Cooke
1928/29,10,Ginger Lewis,1,1928-10-13,Rotherham United,H,3-0,3,0,Football League,League,3,Bert Cooke
1928/29,10,Billy Charlton,1,1928-10-13,Rotherham United,H,3-0,3,0,Football League,League,3,Bert Cooke
1928/29,10,Jack Flanagan,1,1928-10-13,Rotherham United,H,3-0,3,0,Football League,League,3,Bert Cooke
1928/29,11,Jack Bamber,1,1928-10-20,New Brighton,H,1-3,1,3,Football League,League,3,Bert Cooke
1928/29,12,Harry Littlehales,1,1928-10-27,Rochdale,A,1-5,1,5,Football League,League,3,Bert Cooke
1928/29,13,Billy Charlton,2,1928-11-03,Southport,H,6-1,6,1,Football League,League,3,Bert Cooke
1928/29,13,Sammy Beswick,2,1928-11-03,Southport,H,6-1,6,1,Football League,League,3,Bert Cooke
1928/29,13,Harry Littlehales,1,1928-11-03,Southport,H,6-1,6,1,Football League,League,3,Bert Cooke
1928/29,13,Bert Cartman,1,1928-11-03,Southport,H,6-1,6,1,Football League,League,3,Bert Cooke
1928/29,14,Sammy Beswick,2,1928-11-10,Darlington,A,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,15,Harry Littlehales,4,1928-11-17,Nelson,H,6-1,6,1,Football League,League,3,Bert Cooke
1928/29,15,Bert Cartman,2,1928-11-17,Nelson,H,6-1,6,1,Football League,League,3,Bert Cooke
1928/29,16,Jack Flanagan,1,1928-11-24,Rotherham United,H,2-1,2,1,FA Cup,Cup,NA,Bert Cooke
1928/29,16,Sammy Beswick,1,1928-11-24,Rotherham United,H,2-1,2,1,FA Cup,Cup,NA,Bert Cooke
1928/29,17,Tommy Jones,1,1928-12-01,Ashington,H,3-2,3,2,Football League,League,3,Bert Cooke
1928/29,17,Harry Littlehales,1,1928-12-01,Ashington,H,3-2,3,2,Football League,League,3,Bert Cooke
1928/29,17,OG,1,1928-12-01,Ashington,H,3-2,3,2,Football League,League,3,Bert Cooke
1928/29,19,Tommy Jones,1,1928-12-15,Barrow,H,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,19,Sammy Beswick,1,1928-12-15,Barrow,H,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,20,Sammy Beswick,1,1928-12-22,Chesterfield,A,1-4,1,4,Football League,League,3,Bert Cooke
1928/29,21,Sammy Beswick,1,1928-12-25,Wigan Borough,A,1-0,1,0,Football League,League,3,Bert Cooke
1928/29,22,Bert Cartman,1,1928-12-29,Stockport County,H,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,22,Sammy Beswick,1,1928-12-29,Stockport County,H,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,23,Bert Cartman,1,1929-01-01,Crewe Alexandra,H,1-2,1,2,Football League,League,3,Bert Cooke
1928/29,25,Sammy Beswick,1,1929-01-12,South Shields AFC,A,1-4,1,4,Football League,League,3,Bert Cooke
1928/29,26,Bert Cartman,2,1929-01-19,Lincoln City,H,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,27,Harry Littlehales,1,1929-02-02,Accrington Stanley,H,1-1,1,1,Football League,League,3,Bert Cooke
1928/29,28,Teddy Barton,1,1929-02-09,Hartlepools United,A,1-4,1,4,Football League,League,3,Bert Cooke
1928/29,29,Jack Flanagan,1,1929-02-16,Carlisle United,H,1-2,1,2,Football League,League,3,Bert Cooke
1928/29,30,Ginger Lewis,1,1929-02-23,Rotherham United,A,1-0,1,0,Football League,League,3,Bert Cooke
1928/29,31,Billy Charlton,1,1929-03-02,New Brighton,A,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,31,Fred Urmson,1,1929-03-02,New Brighton,A,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,33,Tommy Jones,1,1929-03-09,Rochdale,H,5-1,5,1,Football League,League,3,Bert Cooke
1928/29,33,Billy Charlton,3,1929-03-09,Rochdale,H,5-1,5,1,Football League,League,3,Bert Cooke
1928/29,33,Sammy Beswick,1,1929-03-09,Rochdale,H,5-1,5,1,Football League,League,3,Bert Cooke
1928/29,34,Robert Gray,1,1929-03-16,Southport,A,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,34,Sammy Beswick,1,1929-03-16,Southport,A,2-1,2,1,Football League,League,3,Bert Cooke
1928/29,35,Billy Charlton,1,1929-03-23,Darlington,H,4-0,4,0,Football League,League,3,Bert Cooke
1928/29,35,Sammy Beswick,2,1929-03-23,Darlington,H,4-0,4,0,Football League,League,3,Bert Cooke
1928/29,35,OG,1,1929-03-23,Darlington,H,4-0,4,0,Football League,League,3,Bert Cooke
1928/29,36,Billy Charlton,1,1929-03-29,Wigan Borough,H,3-2,3,2,Football League,League,3,Bert Cooke
1928/29,36,Sammy Beswick,2,1929-03-29,Wigan Borough,H,3-2,3,2,Football League,League,3,Bert Cooke
1928/29,37,Tommy Jones,1,1929-03-30,Nelson,A,2-4,2,4,Football League,League,3,Bert Cooke
1928/29,37,Harry Littlehales,1,1929-03-30,Nelson,A,2-4,2,4,Football League,League,3,Bert Cooke
1928/29,38,Fred Urmson,1,1929-04-01,Crewe Alexandra,A,1-0,1,0,Football League,League,3,Bert Cooke
1928/29,39,Fred Urmson,1,1929-04-02,Doncaster Rovers,A,1-2,1,2,Football League,League,3,Bert Cooke
1928/29,40,Bert Cartman,1,1929-04-06,South Shields AFC,H,4-0,4,0,Football League,League,3,Bert Cooke
1928/29,40,Sammy Beswick,1,1929-04-06,South Shields AFC,H,4-0,4,0,Football League,League,3,Bert Cooke
1928/29,40,Harry Littlehales,1,1929-04-06,South Shields AFC,H,4-0,4,0,Football League,League,3,Bert Cooke
1928/29,40,Fred Urmson,1,1929-04-06,South Shields AFC,H,4-0,4,0,Football League,League,3,Bert Cooke
1928/29,41,Tommy Jones,1,1929-04-13,Ashington,A,2-3,2,3,Football League,League,3,Bert Cooke
