season,game_no,player_name,goals_scored,game_date,opposition,venue,score,goals_for,goals_against,generic_comp,game_type,league_tier,manager
1967/68,30,Alan King,1,1968-01-19,Brighton and Hove Albion,H,2-2,2,2,Football League,League,3,Dave Russell
1967/68,30,John MacNamee,1,1968-01-19,Brighton and Hove Albion,H,2-2,2,2,Football League,League,3,Dave Russell
1967/68,31,Kenny Beamish,1,1968-01-27,Huddersfield Town,H,2-1,2,1,FA Cup,Cup,NA,Dave Russell
1967/68,31,Graham Williams,1,1968-01-27,Huddersfield Town,H,2-1,2,1,FA Cup,Cup,NA,Dave Russell
1967/68,32,Alan King,1,1968-02-02,Stockport County,A,2-5,2,5,Football League,League,3,Dave Russell
1967/68,32,John MacNamee,1,1968-02-02,Stockport County,A,2-5,2,5,Football League,League,3,Dave Russell
1967/68,33,George Yardley,1,1968-02-10,Colchester United,A,2-1,2,1,Football League,League,3,Dave Russell
1967/68,33,Graham Williams,1,1968-02-10,Colchester United,A,2-1,2,1,Football League,League,3,Dave Russell
1967/68,34,Alan King,1,1968-02-17,Coventry City,A,1-1,1,1,FA Cup,Cup,NA,Dave Russell
1967/68,35,George Yardley,1,1968-02-21,Coventry City,H,2-0,2,0,FA Cup,Cup,NA,Dave Russell
1967/68,35,George Hudson,1,1968-02-21,Coventry City,H,2-0,2,0,FA Cup,Cup,NA,Dave Russell
1967/68,36,Kenny Beamish,1,1968-02-23,Mansfield Town,H,1-1,1,1,Football League,League,3,Dave Russell
1967/68,37,George Yardley,1,1968-03-01,Watford,A,2-3,2,3,Football League,League,3,Dave Russell
1967/68,37,Kenny Beamish,1,1968-03-01,Watford,A,2-3,2,3,Football League,League,3,Dave Russell
1967/68,38,Mandy Hill,1,1968-03-05,Shrewsbury Town,A,1-1,1,1,Football League,League,3,Dave Russell
1967/68,42,Derek Smith,1,1968-03-22,Scunthorpe United,A,1-1,1,1,Football League,League,3,Dave Russell
1967/68,43,John MacNamee,1,1968-03-25,Orient,H,3-0,3,0,Football League,League,3,Dave Russell
1967/68,43,Kenny Beamish,1,1968-03-25,Orient,H,3-0,3,0,Football League,League,3,Dave Russell
1967/68,43,Roy Sinclair,1,1968-03-25,Orient,H,3-0,3,0,Football League,League,3,Dave Russell
1967/68,44,Alan King,1,1968-03-29,Oldham Athletic,H,1-0,1,0,Football League,League,3,Dave Russell
1967/68,45,Joe Pritchard,1,1968-04-06,Bristol Rovers,A,1-3,1,3,Football League,League,3,Dave Russell
1967/68,48,Joe Pritchard,1,1968-04-15,Peterborough United,A,1-1,1,1,Football League,League,3,Dave Russell
1967/68,51,Roy Sinclair,1,1968-04-26,Bury,H,2-0,2,0,Football League,League,3,Dave Russell
1967/68,51,Joe Pritchard,1,1968-04-26,Bury,H,2-0,2,0,Football League,League,3,Dave Russell
1967/68,52,Joe Pritchard,1,1968-04-29,Grimsby Town,H,1-2,1,2,Football League,League,3,Dave Russell
1967/68,54,George Hudson,1,1968-05-11,Orient,A,1-0,1,0,Football League,League,3,Dave Russell
1968/69,1,Gerry Casey,1,1968-08-10,Gillingham,H,2-0,2,0,Football League,League,3,Dave Russell
1968/69,1,George Yardley,1,1968-08-10,Gillingham,H,2-0,2,0,Football League,League,3,Dave Russell
1968/69,3,George Yardley,1,1968-08-17,Rotherham United,A,1-4,1,4,Football League,League,3,Dave Russell
1968/69,4,Gerry Casey,1,1968-08-21,Chester,H,2-2,2,2,League Cup,Cup,NA,Dave Russell
1968/69,4,George Yardley,1,1968-08-21,Chester,H,2-2,2,2,League Cup,Cup,NA,Dave Russell
1968/69,5,George Yardley,1,1968-08-23,Southport,H,1-0,1,0,Football League,League,3,Dave Russell
1968/69,6,George Yardley,1,1968-08-26,Chester City,H,1-1,1,1,League Cup,Cup,NA,Dave Russell
1968/69,7,Kenny Beamish,1,1968-08-28,Chester City,A,2-1,2,1,League Cup,Cup,NA,Dave Russell
1968/69,7,George Yardley,1,1968-08-28,Chester City,A,2-1,2,1,League Cup,Cup,NA,Dave Russell
1968/69,8,Gerry Casey,1,1968-08-31,Mansfield Town,A,1-1,1,1,Football League,League,3,Dave Russell
1968/69,10,George Yardley,2,1968-09-06,Barnsley,H,3-1,3,1,Football League,League,3,Dave Russell
1968/69,10,Alan King,1,1968-09-06,Barnsley,H,3-1,3,1,Football League,League,3,Dave Russell
1968/69,12,John MacNamee,1,1968-09-14,Luton Town,A,1-3,1,3,Football League,League,3,Dave Russell
1968/69,15,Frank Gill,1,1968-09-28,Oldham Athletic,A,2-1,2,1,Football League,League,3,Dave Russell
1968/69,15,Alan King,1,1968-09-28,Oldham Athletic,A,2-1,2,1,Football League,League,3,Dave Russell
1968/69,16,Derek Smith,1,1968-10-05,Crewe Alexandra,A,3-2,3,2,Football League,League,3,Dave Russell
1968/69,16,Kenny Beamish,1,1968-10-05,Crewe Alexandra,A,3-2,3,2,Football League,League,3,Dave Russell
1968/69,16,George Hudson,1,1968-10-05,Crewe Alexandra,A,3-2,3,2,Football League,League,3,Dave Russell
1968/69,17,George Yardley,1,1968-10-07,Orient,H,3-0,3,0,Football League,League,3,Dave Russell
1968/69,17,John MacNamee,2,1968-10-07,Orient,H,3-0,3,0,Football League,League,3,Dave Russell
1968/69,18,Derek Smith,1,1968-10-11,Reading,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,18,George Yardley,1,1968-10-11,Reading,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,20,George Hudson,1,1968-10-19,Northampton Town,A,1-2,1,2,Football League,League,3,Dave Russell
1968/69,21,Derek Smith,1,1968-10-25,Walsall,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,21,Kenny Beamish,1,1968-10-25,Walsall,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,22,George Hudson,1,1968-11-02,Bristol Rovers,A,2-0,2,0,Football League,League,3,Dave Russell
1968/69,22,Roy Sinclair,1,1968-11-02,Bristol Rovers,A,2-0,2,0,Football League,League,3,Dave Russell
1968/69,23,George Yardley,2,1968-11-08,Shrewsbury Town,H,3-1,3,1,Football League,League,3,Dave Russell
1968/69,23,Roy Sinclair,1,1968-11-08,Shrewsbury Town,H,3-1,3,1,Football League,League,3,Dave Russell
1968/69,25,Kenny Beamish,1,1968-11-22,Stockport County,H,1-1,1,1,Football League,League,3,Dave Russell
1968/69,26,George Yardley,2,1968-11-29,Hartlepool United,A,4-2,4,2,Football League,League,3,Dave Russell
1968/69,26,Roy Sinclair,2,1968-11-29,Hartlepool United,A,4-2,4,2,Football League,League,3,Dave Russell
1968/69,28,George Hudson,1,1968-12-20,Northampton Town,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,28,Kenny Beamish,1,1968-12-20,Northampton Town,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,30,Gerry Casey,1,1969-01-04,Bournemouth and Boscombe Athletic,A,4-3,4,3,Football League,League,3,Dave Russell
1968/69,30,George Hudson,1,1969-01-04,Bournemouth and Boscombe Athletic,A,4-3,4,3,Football League,League,3,Dave Russell
1968/69,30,Kenny Beamish,2,1969-01-04,Bournemouth and Boscombe Athletic,A,4-3,4,3,Football League,League,3,Dave Russell
1968/69,31,George Hudson,1,1969-01-10,Bristol Rovers,H,1-2,1,2,Football League,League,3,Dave Russell
1968/69,32,Roy Sinclair,1,1969-01-18,Shrewsbury Town,A,1-0,1,0,Football League,League,3,Dave Russell
1968/69,33,Gerry Casey,1,1969-01-24,Swindon Town,H,3-5,3,5,Football League,League,3,Dave Russell
1968/69,33,Joe Pritchard,1,1969-01-24,Swindon Town,H,3-5,3,5,Football League,League,3,Dave Russell
1968/69,33,Roy Sinclair,1,1969-01-24,Swindon Town,H,3-5,3,5,Football League,League,3,Dave Russell
1968/69,37,Alan King,1,1969-03-01,Gillingham,A,1-1,1,1,Football League,League,3,Dave Russell
1968/69,38,George Hudson,1,1969-03-03,Bournemouth and Boscombe Athletic,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,38,OG,1,1969-03-03,Bournemouth and Boscombe Athletic,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,40,John MacNamee,1,1969-03-11,Watford,A,1-3,1,3,Football League,League,3,Dave Russell
1968/69,41,John Rowland,1,1969-03-14,Southport,A,2-2,2,2,Football League,League,3,Dave Russell
1968/69,41,Kenny Beamish,1,1969-03-14,Southport,A,2-2,2,2,Football League,League,3,Dave Russell
1968/69,42,Dave Moorcroft,1,1969-03-17,Plymouth Argyle,H,2-2,2,2,Football League,League,3,Dave Russell
1968/69,42,Kenny Beamish,1,1969-03-17,Plymouth Argyle,H,2-2,2,2,Football League,League,3,Dave Russell
1968/69,43,Alan King,1,1969-03-21,Mansfield Town,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,43,Derek Smith,1,1969-03-21,Mansfield Town,H,2-1,2,1,Football League,League,3,Dave Russell
1968/69,44,Kenny Beamish,1,1969-03-25,Walsall,A,1-1,1,1,Football League,League,3,Dave Russell
1968/69,45,Alan King,1,1969-03-29,Barnsley,A,2-2,2,2,Football League,League,3,Dave Russell
1968/69,45,John Rowland,1,1969-03-29,Barnsley,A,2-2,2,2,Football League,League,3,Dave Russell
1968/69,46,Alan King,1,1969-04-05,Oldham Athletic,H,6-2,6,2,Football League,League,3,Dave Russell
1968/69,46,Derek Smith,2,1969-04-05,Oldham Athletic,H,6-2,6,2,Football League,League,3,Dave Russell
1968/69,46,Kenny Beamish,3,1969-04-05,Oldham Athletic,H,6-2,6,2,Football League,League,3,Dave Russell
1968/69,47,John Rowland,1,1969-04-07,Torquay United,A,5-2,5,2,Football League,League,3,Dave Russell
1968/69,47,Derek Smith,2,1969-04-07,Torquay United,A,5-2,5,2,Football League,League,3,Dave Russell
1968/69,47,Kenny Beamish,1,1969-04-07,Torquay United,A,5-2,5,2,Football League,League,3,Dave Russell
1968/69,47,John MacNamee,1,1969-04-07,Torquay United,A,5-2,5,2,Football League,League,3,Dave Russell
1968/69,49,Derek Smith,2,1969-04-16,Brighton and Hove Albion,A,2-2,2,2,Football League,League,3,Dave Russell
1968/69,52,John MacNamee,1,1969-04-24,Hartlepool United,H,1-0,1,0,Football League,League,3,Dave Russell
1969/70,1,George Yardley,2,1969-08-09,Stockport County,H,3-0,3,0,Football League,League,3,Dave Russell
1969/70,1,Derek Smith,1,1969-08-09,Stockport County,H,3-0,3,0,Football League,League,3,Dave Russell
1969/70,2,Kenny Beamish,1,1969-08-13,Port Vale,A,1-0,1,0,League Cup,Cup,NA,Dave Russell
1969/70,3,George Yardley,2,1969-08-16,Barrow,A,3-0,3,0,Football League,League,3,Dave Russell
1969/70,3,Derek Smith,1,1969-08-16,Barrow,A,3-0,3,0,Football League,League,3,Dave Russell
1969/70,4,Kenny Beamish,1,1969-08-23,Shrewsbury Town,H,3-1,3,1,Football League,League,3,Dave Russell
1969/70,4,Joe Pritchard,1,1969-08-23,Shrewsbury Town,H,3-1,3,1,Football League,League,3,Dave Russell
1969/70,4,George Yardley,1,1969-08-23,Shrewsbury Town,H,3-1,3,1,Football League,League,3,Dave Russell
1969/70,5,John MacNamee,1,1969-08-27,Torquay United,A,1-5,1,5,Football League,League,3,Dave Russell
1969/70,6,George Yardley,1,1969-08-30,Plymouth Argyle,A,1-2,1,2,Football League,League,3,Dave Russell
1969/70,7,George Yardley,1,1969-09-03,Torquay United,H,2-1,2,1,League Cup,Cup,NA,Dave Russell
1969/70,7,Derek Smith,1,1969-09-03,Torquay United,H,2-1,2,1,League Cup,Cup,NA,Dave Russell
1969/70,8,Alan King,1,1969-09-06,Bournemouth and Boscombe Athletic,H,1-5,1,5,Football League,League,3,Dave Russell
1969/70,9,Derek Smith,1,1969-09-13,Doncaster Rovers,A,1-2,1,2,Football League,League,3,Dave Russell
1969/70,11,George Yardley,3,1969-09-20,Bury,H,3-2,3,2,Football League,League,3,Dave Russell
1969/70,15,George Yardley,1,1969-10-04,Orient,H,1-1,1,1,Football League,League,3,Dave Russell
1969/70,16,George Yardley,1,1969-10-06,Barrow,H,5-0,5,0,Football League,League,3,Dave Russell
1969/70,16,Derek Smith,1,1969-10-06,Barrow,H,5-0,5,0,Football League,League,3,Dave Russell
1969/70,16,John MacNamee,2,1969-10-06,Barrow,H,5-0,5,0,Football League,League,3,Dave Russell
1969/70,16,OG,1,1969-10-06,Barrow,H,5-0,5,0,Football League,League,3,Dave Russell
1969/70,19,Alan King,1,1969-10-25,Brighton and Hove Albion,H,2-0,2,0,Football League,League,3,Dave Russell
1969/70,19,Kenny Beamish,1,1969-10-25,Brighton and Hove Albion,H,2-0,2,0,Football League,League,3,Dave Russell
1969/70,20,Derek Smith,1,1969-11-01,Mansfield Town,A,2-1,2,1,Football League,League,3,Dave Russell
1969/70,20,Kenny Beamish,1,1969-11-01,Mansfield Town,A,2-1,2,1,Football League,League,3,Dave Russell
1969/70,21,Stan Storton,1,1969-11-08,Rotherham United,H,2-2,2,2,Football League,League,3,Dave Russell
1969/70,21,Derek Smith,1,1969-11-08,Rotherham United,H,2-2,2,2,Football League,League,3,Dave Russell
1969/70,22,Kenny Beamish,1,1969-11-15,Chesterfield,H,3-0,3,0,FA Cup,Cup,NA,Dave Russell
1969/70,22,George Yardley,2,1969-11-15,Chesterfield,H,3-0,3,0,FA Cup,Cup,NA,Dave Russell
1969/70,23,Kenny Beamish,1,1969-11-22,Halifax Town,A,2-2,2,2,Football League,League,3,Dave Russell
1969/70,23,Derek Smith,1,1969-11-22,Halifax Town,A,2-2,2,2,Football League,League,3,Dave Russell
1969/70,24,Derek Smith,1,1969-11-24,Reading,H,1-5,1,5,Football League,League,3,Dave Russell
1969/70,26,Kenny Beamish,1,1969-12-06,Port Vale,A,2-2,2,2,FA Cup,Cup,NA,Jackie Wright
1969/70,26,George Scott,1,1969-12-06,Port Vale,A,2-2,2,2,FA Cup,Cup,NA,Jackie Wright
1969/70,27,Eric Brodie,1,1969-12-08,Port Vale,H,3-1,3,1,FA Cup,Cup,NA,Jackie Wright
1969/70,27,George Scott,1,1969-12-08,Port Vale,H,3-1,3,1,FA Cup,Cup,NA,Jackie Wright
1969/70,27,Derek Smith,1,1969-12-08,Port Vale,H,3-1,3,1,FA Cup,Cup,NA,Jackie Wright
1969/70,28,Derek Smith,1,1969-12-13,Doncaster Rovers,H,1-3,1,3,Football League,League,3,Jackie Wright
1969/70,29,Derek Smith,1,1969-12-20,Bournemouth and Boscombe Athletic,A,2-2,2,2,Football League,League,3,Jackie Wright
1969/70,29,Kenny Beamish,1,1969-12-20,Bournemouth and Boscombe Athletic,A,2-2,2,2,Football League,League,3,Jackie Wright
1969/70,31,Kenny Beamish,1,1970-01-03,Portsmouth,A,2-1,2,1,FA Cup,Cup,NA,Jackie Wright
1969/70,31,John MacNamee,1,1970-01-03,Portsmouth,A,2-1,2,1,FA Cup,Cup,NA,Jackie Wright
1969/70,35,Derek Smith,1,1970-01-27,Northampton Town,A,1-2,1,2,FA Cup,Cup,NA,Jackie Wright
1969/70,38,George Yardley,1,1970-02-25,Bradford City,A,1-1,1,1,Football League,League,3,Jackie Wright
1969/70,39,Alan King,1,1970-02-28,Mansfield Town,H,1-1,1,1,Football League,League,3,Jackie Wright
1969/70,41,Kenny Beamish,1,1970-03-06,Halifax Town,H,1-1,1,1,Football League,League,3,Jackie Wright
1969/70,43,Alan King,1,1970-03-16,Bradford City,H,1-0,1,0,Football League,League,3,Jackie Wright
1969/70,44,Joe Pritchard,1,1970-03-21,Luton Town,H,3-2,3,2,Football League,League,3,Jackie Wright
1969/70,44,Kenny Beamish,1,1970-03-21,Luton Town,H,3-2,3,2,Football League,League,3,Jackie Wright
1969/70,44,George Yardley,1,1970-03-21,Luton Town,H,3-2,3,2,Football League,League,3,Jackie Wright
1969/70,46,Alan King,1,1970-03-28,Fulham,A,1-1,1,1,Football League,League,3,Jackie Wright
1969/70,47,George Yardley,1,1970-03-31,Rotherham United,A,1-0,1,0,Football League,League,3,Jackie Wright
1969/70,48,George Yardley,1,1970-04-03,Torquay United,H,1-1,1,1,Football League,League,3,Jackie Wright
1969/70,49,Alan King,1,1970-04-06,Plymouth Argyle,H,3-1,3,1,Football League,League,3,Jackie Wright
1969/70,49,Jimmy Hinch,1,1970-04-06,Plymouth Argyle,H,3-1,3,1,Football League,League,3,Jackie Wright
1969/70,49,Frank Gill,1,1970-04-06,Plymouth Argyle,H,3-1,3,1,Football League,League,3,Jackie Wright
1969/70,50,Tony Knapp,1,1970-04-08,Reading,A,1-1,1,1,Football League,League,3,Jackie Wright
1969/70,51,George Yardley,1,1970-04-14,Barnsley,A,1-1,1,1,Football League,League,3,Jackie Wright
1969/70,52,Kenny Beamish,1,1970-04-17,Bristol Rovers,H,5-2,5,2,Football League,League,3,Jackie Wright
1969/70,52,Jimmy Hinch,1,1970-04-17,Bristol Rovers,H,5-2,5,2,Football League,League,3,Jackie Wright
1969/70,52,Frank Gill,3,1970-04-17,Bristol Rovers,H,5-2,5,2,Football League,League,3,Jackie Wright
1969/70,54,Kenny Beamish,1,1970-04-24,Stockport County,A,1-0,1,0,Football League,League,3,Jackie Wright
1969/70,55,George Yardley,1,1970-04-27,Fulham,H,1-0,1,0,Football League,League,3,Jackie Wright
1970/71,1,Kenny Beamish,1,1970-08-15,Plymouth Argyle,A,1-0,1,0,Football League,League,3,Jackie Wright
1970/71,2,George Yardley,1,1970-08-18,Crewe Alexandra,A,2-2,2,2,League Cup,Cup,NA,Jackie Wright
1970/71,2,Jimmy Hinch,1,1970-08-18,Crewe Alexandra,A,2-2,2,2,League Cup,Cup,NA,Jackie Wright
1970/71,4,Kenny Beamish,3,1970-08-24,Crewe Alexandra,H,4-0,4,0,League Cup,Cup,NA,Jackie Wright
1970/71,4,Alan King,1,1970-08-24,Crewe Alexandra,H,4-0,4,0,League Cup,Cup,NA,Jackie Wright
1970/71,5,George Yardley,1,1970-08-29,Doncaster Rovers,A,2-2,2,2,Football League,League,3,Jackie Wright
1970/71,5,OG,1,1970-08-29,Doncaster Rovers,A,2-2,2,2,Football League,League,3,Jackie Wright
1970/71,6,George Yardley,1,1970-09-02,Reading,A,1-1,1,1,Football League,League,3,Jackie Wright
1970/71,7,Jimmy Hinch,1,1970-09-04,Barnsley,H,2-2,2,2,Football League,League,3,Jackie Wright
1970/71,7,Frank Gill,1,1970-09-04,Barnsley,H,2-2,2,2,Football League,League,3,Jackie Wright
1970/71,8,George Yardley,1,1970-09-09,Coventry City,H,1-1,1,1,League Cup,Cup,NA,Jackie Wright
1970/71,11,Jimmy Hinch,1,1970-09-22,Coventry City,A,1-2,1,2,League Cup,Cup,NA,Jackie Wright
1970/71,12,Jimmy Hinch,1,1970-09-25,Shrewsbury Town,A,1-3,1,3,Football League,League,3,Jackie Wright
1970/71,14,Frank Gill,1,1970-10-02,Gillingham,H,1-0,1,0,Football League,League,3,Jackie Wright
1970/71,15,Jimmy Hinch,1,1970-10-10,Wrexham,A,1-4,1,4,Football League,League,3,Jackie Wright
1970/71,16,Malcolm Moore,1,1970-10-16,Plymouth Argyle,H,1-0,1,0,Football League,League,3,Jackie Wright
1970/71,17,Eric Brodie,1,1970-10-19,Bradford City,H,3-1,3,1,Football League,League,3,Jackie Wright
1970/71,17,Malcolm Moore,1,1970-10-19,Bradford City,H,3-1,3,1,Football League,League,3,Jackie Wright
1970/71,17,Jimmy Hinch,1,1970-10-19,Bradford City,H,3-1,3,1,Football League,League,3,Jackie Wright
1970/71,19,Brian Joy,1,1970-10-30,Mansfield Town,H,4-1,4,1,Football League,League,3,Jackie Wright
1970/71,19,Kenny Beamish,1,1970-10-30,Mansfield Town,H,4-1,4,1,Football League,League,3,Jackie Wright
1970/71,19,Malcolm Moore,1,1970-10-30,Mansfield Town,H,4-1,4,1,Football League,League,3,Jackie Wright
1970/71,19,Jimmy Hinch,1,1970-10-30,Mansfield Town,H,4-1,4,1,Football League,League,3,Jackie Wright
1970/71,20,Malcolm Moore,2,1970-11-07,Port Vale,A,2-2,2,2,Football League,League,3,Jackie Wright
1970/71,23,Frank Gill,1,1970-11-21,Scunthorpe United,H,1-1,1,1,FA Cup,Cup,NA,Jackie Wright
1970/71,27,Kenny Beamish,3,1970-12-04,Rotherham United,H,5-0,5,0,Football League,League,3,Jackie Wright
1970/71,27,Jimmy Hinch,2,1970-12-04,Rotherham United,H,5-0,5,0,Football League,League,3,Jackie Wright
1970/71,28,Kenny Beamish,1,1970-12-12,Wrexham,H,1-1,1,1,Football League,League,3,Jackie Wright
1970/71,30,Paul Crossley,1,1970-12-26,Preston North End,H,3-3,3,3,Football League,League,3,Jackie Wright
1970/71,30,Kenny Beamish,1,1970-12-26,Preston North End,H,3-3,3,3,Football League,League,3,Jackie Wright
1970/71,30,Malcolm Moore,1,1970-12-26,Preston North End,H,3-3,3,3,Football League,League,3,Jackie Wright
1970/71,32,Jimmy Hinch,1,1971-01-16,Bradford City,A,1-1,1,1,Football League,League,3,Jackie Wright
1970/71,34,Malcolm Moore,1,1971-02-01,Torquay United,A,2-4,2,4,Football League,League,3,Jackie Wright
1970/71,34,Eric Brodie,1,1971-02-01,Torquay United,A,2-4,2,4,Football League,League,3,Jackie Wright
1970/71,37,John Dempsey,1,1971-02-20,Halifax Town,A,3-4,3,4,Football League,League,3,Jackie Wright
1970/71,37,Malcolm Moore,1,1971-02-20,Halifax Town,A,3-4,3,4,Football League,League,3,Jackie Wright
1970/71,37,Frank Gill,1,1971-02-20,Halifax Town,A,3-4,3,4,Football League,League,3,Jackie Wright
1970/71,38,Malcolm Moore,2,1971-02-27,Mansfield Town,A,2-6,2,6,Football League,League,3,Jackie Wright
1970/71,39,Kenny Beamish,1,1971-03-05,Aston Villa,H,1-1,1,1,Football League,League,3,Jackie Wright
1970/71,41,Paul Crossley,1,1971-03-13,Bristol Rovers,A,1-0,1,0,Football League,League,3,Jackie Wright
1970/71,42,Paul Crossley,2,1971-03-15,Brighton and Hove Albion,H,3-0,3,0,Football League,League,3,Jackie Wright
1970/71,42,Trevor Storton,1,1971-03-15,Brighton and Hove Albion,H,3-0,3,0,Football League,League,3,Jackie Wright
1970/71,43,Kenny Beamish,1,1971-03-22,Port Vale,H,1-1,1,1,Football League,League,3,Jackie Wright
1970/71,46,OG,1,1971-04-02,Doncaster Rovers,H,1-0,1,0,Football League,League,3,Jackie Wright
1970/71,48,Kenny Beamish,1,1971-04-10,Preston North End,A,1-1,1,1,Football League,League,3,Jackie Wright
1970/71,53,Eric Brodie,1,1971-04-30,Shrewsbury Town,H,1-0,1,0,Football League,League,3,Jackie Wright
1971/72,1,Kenny Beamish,1,1971-08-14,Wrexham,H,2-1,2,1,Football League,League,3,Jackie Wright
1971/72,1,Trevor Storton,1,1971-08-14,Wrexham,H,2-1,2,1,Football League,League,3,Jackie Wright
1971/72,2,Eric Brodie,1,1971-08-18,Chester,H,1-1,1,1,League Cup,Cup,NA,Jackie Wright
1971/72,3,Ray Mathias,1,1971-08-21,Bristol Rovers,A,1-2,1,2,Football League,League,3,Jackie Wright
1971/72,4,Malcolm Moore,1,1971-08-25,Chester,A,3-1,3,1,League Cup,Cup,NA,Jackie Wright
1971/72,4,Kenny Beamish,2,1971-08-25,Chester,A,3-1,3,1,League Cup,Cup,NA,Jackie Wright
1971/72,7,Kenny Beamish,1,1971-09-03,Rochdale,A,1-2,1,2,Football League,League,3,Jackie Wright
1971/72,10,Trevor Storton,2,1971-09-18,Plymouth Argyle,A,2-2,2,2,Football League,League,3,Jackie Wright
1971/72,12,John Coyne,1,1971-09-27,Mansfield Town,H,2-2,2,2,Football League,League,3,Jackie Wright
1971/72,12,Paul Crossley,1,1971-09-27,Mansfield Town,H,2-2,2,2,Football League,League,3,Jackie Wright
1971/72,13,John Coyne,1,1971-10-02,Halifax Town,A,2-3,2,3,Football League,League,3,Jackie Wright
1971/72,13,Kenny Beamish,1,1971-10-02,Halifax Town,A,2-3,2,3,Football League,League,3,Jackie Wright
1971/72,14,Kenny Beamish,1,1971-10-08,Brighton and Hove Albion,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,14,John Coyne,1,1971-10-08,Brighton and Hove Albion,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,17,Alex Russell,1,1971-10-22,Torquay United,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,17,Kenny Beamish,1,1971-10-22,Torquay United,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,18,Kenny Beamish,1,1971-10-30,Bradford City,A,1-1,1,1,Football League,League,3,Jackie Wright
1971/72,19,Alex Russell,1,1971-11-05,York City,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,19,Alan King,1,1971-11-05,York City,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,20,Alex Russell,1,1971-11-13,Oldham Athletic,A,1-3,1,3,Football League,League,3,Jackie Wright
1971/72,21,Alan King,1,1971-11-20,Skelmersdale,A,4-0,4,0,FA Cup,Cup,NA,Jackie Wright
1971/72,21,Malcolm Moore,1,1971-11-20,Skelmersdale,A,4-0,4,0,FA Cup,Cup,NA,Jackie Wright
1971/72,21,Paul Crossley,2,1971-11-20,Skelmersdale,A,4-0,4,0,FA Cup,Cup,NA,Jackie Wright
1971/72,22,Malcolm Moore,1,1971-11-26,Blackburn Rovers,H,1-3,1,3,Football League,League,3,Jackie Wright
1971/72,23,Kenny Beamish,1,1971-12-04,Port Vale,A,1-2,1,2,Football League,League,3,Jackie Wright
1971/72,24,Trevor Storton,1,1971-12-11,Mansfield Town,A,2-2,2,2,FA Cup,Cup,NA,Jackie Wright
1971/72,24,Paul Crossley,1,1971-12-11,Mansfield Town,A,2-2,2,2,FA Cup,Cup,NA,Jackie Wright
1971/72,25,Eric Brodie,1,1971-12-15,Mansfield Town,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,25,Kenny Beamish,1,1971-12-15,Mansfield Town,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,25,Malcolm Moore,1,1971-12-15,Mansfield Town,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,25,Paul Crossley,1,1971-12-15,Mansfield Town,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,26,Alex Russell,1,1971-12-17,Rochdale,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,26,Kenny Beamish,1,1971-12-17,Rochdale,H,2-0,2,0,Football League,League,3,Jackie Wright
1971/72,28,Kenny Beamish,1,1972-01-01,Plymouth Argyle,H,3-2,3,2,Football League,League,3,Jackie Wright
1971/72,28,Trevor Storton,1,1972-01-01,Plymouth Argyle,H,3-2,3,2,Football League,League,3,Jackie Wright
1971/72,28,Paul Crossley,1,1972-01-01,Plymouth Argyle,H,3-2,3,2,Football League,League,3,Jackie Wright
1971/72,29,Paul Crossley,1,1972-01-08,Swansea City,A,1-1,1,1,Football League,League,3,Jackie Wright
1971/72,31,Kenny Beamish,1,1972-01-17,Charlton Athletic,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,31,Malcolm Moore,1,1972-01-17,Charlton Athletic,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,31,Trevor Storton,1,1972-01-17,Charlton Athletic,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,31,Paul Crossley,1,1972-01-17,Charlton Athletic,H,4-2,4,2,FA Cup,Cup,NA,Jackie Wright
1971/72,32,Kenny Beamish,1,1972-01-22,Mansfield Town,A,1-1,1,1,Football League,League,3,Jackie Wright
1971/72,34,Ron Yeats,1,1972-02-05,Stoke City,H,2-2,2,2,FA Cup,Cup,NA,Jackie Wright
1971/72,34,Kenny Beamish,1,1972-02-05,Stoke City,H,2-2,2,2,FA Cup,Cup,NA,Jackie Wright
