season,game_no,game_date,player_name,shirt_no,role,min_on,min_off
1965/66,2,1965-08-23,Mandy Hill,7,starter,,75.0
1965/66,2,1965-08-23,Jack Lornie,12,sub,75.0,
1965/66,14,1965-10-15,Eddie Stuart,5,starter,,82.0
1965/66,14,1965-10-15,Johnny King,12,sub,82.0,
1965/66,28,1966-01-08,Barry Dyson,9,starter,,73.0
1965/66,28,1966-01-08,Graham Stanley,12,sub,73.0,
1965/66,29,1966-01-14,Joe Pritchard,4,starter,,60.0
1965/66,29,1966-01-14,Jack Lornie,12,sub,60.0,
1965/66,44,1966-04-23,Jack Lornie,8,starter,,
1965/66,44,1966-04-23,Barrie Martin,12,sub,,
1966/67,2,1966-08-24,Jimmy Harris,12,sub,,
1966/67,2,1966-08-24,Roy Sinclair,11,starter,,
1966/67,6,1966-09-10,Barry Ashworth,4,starter,,
1966/67,6,1966-09-10,Roy Sinclair,12,sub,,
1966/67,8,1966-09-16,Stan Storton,5,starter,,
1966/67,8,1966-09-16,Barrie Martin,12,sub,,
1966/67,14,1966-10-14,Roy Parnell,2,starter,,
1966/67,14,1966-10-14,Stan Storton,12,sub,,
1966/67,15,1966-10-17,Kenny Beamish,10,starter,,
1966/67,15,1966-10-17,Roy Sinclair,12,sub,,
1966/67,16,1966-10-22,Barrie Martin,12,sub,,
1966/67,16,1966-10-22,Brian Westlake,9,starter,,
1966/67,24,1966-12-03,Mandy Hill,7,starter,,
1966/67,24,1966-12-03,Brian Westlake,12,sub,,
1966/67,27,1966-12-27,Barrie Martin,3,starter,,
1966/67,27,1966-12-27,Bruce Crawford,12,sub,,
1966/67,28,1966-12-30,Joe Pritchard,7,starter,,
1966/67,28,1966-12-30,Bruce Crawford,12,sub,,
1966/67,35,1967-02-17,Joe Pritchard,10,starter,,
1966/67,35,1967-02-17,Barrie Martin,12,sub,,
1966/67,38,1967-03-11,Roy Sinclair,12,sub,,
1966/67,38,1967-03-11,Alan King,6,starter,,
1966/67,40,1967-03-24,Joe Pritchard,10,starter,,
1966/67,40,1967-03-24,Dennis Stevens,12,sub,,
1966/67,52,1967-05-17,Mandy Hill,7,starter,,
1966/67,52,1967-05-17,Roy Sinclair,12,sub,,
1967/68,3,1967-08-25,Alan King,4,starter,,
1967/68,3,1967-08-25,Teddie Robertson,12,sub,,
1967/68,8,1967-09-16,George Yardley,9,starter,,
1967/68,8,1967-09-16,Dennis Stevens,12,sub,,
1967/68,12,1967-10-03,Johnny King,2,starter,,
1967/68,12,1967-10-03,Dennis Stevens,12,sub,,
1967/68,13,1967-10-07,Kenny Beamish,12,sub,,
1967/68,13,1967-10-07,Teddie Robertson,3,starter,,
1967/68,14,1967-10-13,John MacNamee,7,starter,,
1967/68,14,1967-10-13,George Hudson,12,sub,,
1967/68,16,1967-10-23,George Yardley,9,starter,,
1967/68,16,1967-10-23,Ray Pointon,12,sub,,
1967/68,19,1967-11-10,Stan Storton,2,starter,,
1967/68,19,1967-11-10,Roy Sinclair,12,sub,,
1967/68,20,1967-11-13,Joe Pritchard,4,starter,,
1967/68,20,1967-11-13,Dennis Stevens,12,sub,,
1967/68,21,1967-11-18,Mandy Hill,12,sub,,
1967/68,21,1967-11-18,Kenny Beamish,7,starter,,
1967/68,26,1967-12-23,Mandy Hill,7,starter,,
1967/68,26,1967-12-23,Teddie Robertson,12,sub,,
1967/68,30,1968-01-19,George Hudson,10,starter,,
1967/68,30,1968-01-19,John MacNamee,12,sub,,
1967/68,35,1968-02-21,Dennis Stevens,4,starter,,
1967/68,35,1968-02-21,Gerry Casey,12,sub,,
1967/68,36,1968-02-23,John MacNamee,7,starter,,
1967/68,36,1968-02-23,Kenny Beamish,12,sub,,
1967/68,38,1968-03-05,Gerry Casey,12,sub,,
1967/68,38,1968-03-05,George Yardley,9,starter,,
1967/68,39,1968-03-09,Gerry Casey,12,sub,,
1967/68,39,1968-03-09,George Hudson,9,starter,,
1967/68,40,1968-03-15,Joe Pritchard,9,starter,,
1967/68,40,1968-03-15,John MacNamee,12,sub,,
1967/68,41,1968-03-20,Alan King,6,starter,,
1967/68,41,1968-03-20,Gerry Casey,12,sub,,
1967/68,45,1968-04-06,John MacNamee,7,starter,,
1967/68,45,1968-04-06,Stan Storton,12,sub,,
1967/68,46,1968-04-12,Kenny Beamish,9,starter,,
1967/68,46,1968-04-12,Graham Williams,12,sub,,
1967/68,47,1968-04-13,Stan Storton,12,sub,,
1967/68,47,1968-04-13,Barrie Martin,3,starter,,
1967/68,54,1968-05-11,John MacNamee,7,starter,,
1967/68,54,1968-05-11,Johnny King,12,sub,,
1969/70,1,1969-08-09,Joe Pritchard,8,starter,,
1969/70,1,1969-08-09,Stan Storton,12,sub,,
1969/70,6,1969-08-30,Derek Smith,10,starter,,
1969/70,6,1969-08-30,Ray Mathias,12,sub,,
1969/70,10,1969-09-15,Derek Smith,10,starter,,
1969/70,10,1969-09-15,John MacNamee,12,sub,,
1969/70,14,1969-09-30,Dave Moorcroft,6,starter,,
1969/70,14,1969-09-30,Derek Smith,12,sub,,
1969/70,15,1969-10-04,Joe Pritchard,8,starter,,
1969/70,15,1969-10-04,George Scott,12,sub,,
1969/70,17,1969-10-11,Stan Storton,12,sub,,
1969/70,17,1969-10-11,Ray Pointon,2,starter,,
1969/70,18,1969-10-18,Tony Knapp,5,starter,,
1969/70,18,1969-10-18,Stan Storton,12,sub,,
1969/70,19,1969-10-25,George Yardley,9,starter,,
1969/70,19,1969-10-25,John MacNamee,12,sub,,
1969/70,23,1969-11-22,George Scott,8,starter,,
1969/70,23,1969-11-22,Joe Pritchard,12,sub,,
1969/70,24,1969-11-24,Joe Pritchard,8,starter,,
1969/70,24,1969-11-24,Trevor Storton,12,sub,,
1969/70,25,1969-11-29,John MacNamee,12,sub,,
1969/70,25,1969-11-29,Paul Crossley,11,starter,,
1969/70,26,1969-12-06,Stan Storton,2,starter,,
1969/70,26,1969-12-06,David Kennedy,12,sub,,
1969/70,28,1969-12-13,Paul Crossley,11,starter,,
1969/70,28,1969-12-13,Ray Pointon,12,sub,,
1969/70,29,1969-12-20,Derek Smith,9,starter,,
1969/70,29,1969-12-20,Dave Moorcroft,12,sub,,
1969/70,30,1969-12-26,David Kennedy,7,starter,,
1969/70,30,1969-12-26,Ray Mathias,12,sub,,
1969/70,34,1970-01-24,John MacNamee,11,starter,,
1969/70,34,1970-01-24,George Scott,12,sub,,
1969/70,35,1970-01-27,John MacNamee,12,sub,,
1969/70,35,1970-01-27,Eric Brodie,6,starter,,
1969/70,36,1970-01-31,George Yardley,9,starter,,
1969/70,36,1970-01-31,David Kennedy,12,sub,,
1969/70,37,1970-02-21,George Scott,8,starter,,
1969/70,37,1970-02-21,Joe Pritchard,12,sub,,
1969/70,38,1970-02-25,David Kennedy,7,starter,,
1969/70,38,1970-02-25,Ray Mathias,12,sub,,
1969/70,39,1970-02-28,George Scott,8,starter,,
1969/70,39,1970-02-28,Ray Mathias,12,sub,,
1969/70,41,1970-03-06,Jimmy Hinch,12,sub,,
1969/70,41,1970-03-06,Frank Gill,3,starter,,
1969/70,43,1970-03-16,Jimmy Hinch,12,sub,,
1969/70,43,1970-03-16,Derek Smith,10,starter,,
1969/70,45,1970-03-27,George Scott,8,starter,,
1969/70,45,1970-03-27,Ray Pointon,12,sub,,
1969/70,46,1970-03-28,George Yardley,9,starter,,
1969/70,46,1970-03-28,Derek Smith,12,sub,,
1969/70,47,1970-03-31,Jimmy Hinch,10,starter,,
1969/70,47,1970-03-31,Derek Smith,12,sub,,
1969/70,48,1970-04-03,Jimmy Hinch,10,starter,,
1969/70,48,1970-04-03,Derek Smith,12,sub,,
1969/70,50,1970-04-08,Paul Crossley,12,sub,,
1969/70,50,1970-04-08,George Yardley,9,starter,,
1969/70,54,1970-04-24,Paul Crossley,12,sub,,
1969/70,54,1970-04-24,Jimmy Hinch,10,starter,,
1970/71,6,1970-09-02,Kenny Beamish,7,starter,,
1970/71,6,1970-09-02,John Dempsey,12,sub,,
1970/71,8,1970-09-09,Frank Gill,11,starter,,
1970/71,8,1970-09-09,Malcolm Moore,12,sub,,
1970/71,9,1970-09-12,Kenny Beamish,7,starter,,
1970/71,9,1970-09-12,Malcolm Moore,12,sub,,
1970/71,10,1970-09-18,Jimmy Hinch,10,starter,,
1970/71,10,1970-09-18,Malcolm Moore,12,sub,,
1970/71,12,1970-09-25,Frank Gill,11,starter,,
1970/71,12,1970-09-25,John Dempsey,12,sub,,
1970/71,14,1970-10-02,Trevor Storton,12,sub,,
1970/71,14,1970-10-02,George Yardley,9,starter,,
1970/71,16,1970-10-16,Tony Knapp,5,starter,,
1970/71,16,1970-10-16,Paul Crossley,12,sub,,
1970/71,17,1970-10-19,Malcolm Moore,9,starter,,
1970/71,17,1970-10-19,Paul Crossley,12,sub,,
1970/71,18,1970-10-24,Malcolm Moore,9,starter,,
1970/71,18,1970-10-24,Ray Pointon,12,sub,,
1970/71,21,1970-11-09,Jimmy Hinch,10,starter,,
1970/71,21,1970-11-09,Trevor Storton,12,sub,,
1970/71,22,1970-11-13,Paul Crossley,12,sub,,
1970/71,22,1970-11-13,Jimmy Hinch,10,starter,,
1970/71,24,1970-11-24,Malcolm Moore,9,starter,,
1970/71,24,1970-11-24,George Yardley,12,sub,,
1970/71,25,1970-11-28,Malcolm Moore,9,starter,,
1970/71,25,1970-11-28,Graham Rowe,12,sub,,
1970/71,26,1970-11-30,Malcolm Moore,9,starter,,
1970/71,26,1970-11-30,George Yardley,12,sub,,
1970/71,29,1970-12-19,Jimmy Hinch,10,starter,,
1970/71,29,1970-12-19,Frank Gill,12,sub,,
1970/71,31,1971-01-08,Jimmy Hinch,12,sub,,
1970/71,31,1971-01-08,Frank Gill,11,starter,,
1970/71,32,1971-01-16,Kenny Beamish,9,starter,,
1970/71,32,1971-01-16,Frank Gill,12,sub,,
1970/71,34,1971-02-01,Trevor Storton,5,starter,,
1970/71,34,1971-02-01,Frank Gill,12,sub,,
1970/71,35,1971-02-06,Kenny Beamish,7,starter,,
1970/71,35,1971-02-06,Trevor Storton,12,sub,,
1970/71,39,1971-03-05,John Dempsey,6,starter,,
1970/71,39,1971-03-05,Eric Brodie,12,sub,,
1970/71,42,1971-03-15,Eric Brodie,11,starter,,
1970/71,42,1971-03-15,Trevor Storton,12,sub,,
1970/71,43,1971-03-22,Malcolm Moore,11,starter,,
1970/71,43,1971-03-22,Frank Gill,12,sub,,
1970/71,44,1971-03-26,Malcolm Moore,12,sub,,
1970/71,44,1971-03-26,Paul Crossley,9,starter,,
1970/71,51,1971-04-24,Trevor Storton,10,starter,,
1970/71,51,1971-04-24,Paul Crossley,12,sub,,
1970/71,52,1971-04-26,Frank Gill,11,starter,,
1970/71,52,1971-04-26,Paul Crossley,12,sub,,
1971/72,4,1971-08-25,Malcolm Moore,9,starter,,
1971/72,4,1971-08-25,Paul Crossley,12,sub,,
1971/72,13,1971-10-02,Trevor Storton,11,starter,,
1971/72,13,1971-10-02,Malcolm Moore,12,sub,,
1971/72,15,1971-10-16,Trevor Storton,12,sub,,
1971/72,15,1971-10-16,Dave Moorcroft,4,starter,,
1971/72,16,1971-10-20,John Coyne,9,starter,,
1971/72,16,1971-10-20,Eric Brodie,12,sub,,
1971/72,18,1971-10-30,Kenny Beamish,9,starter,,
1971/72,18,1971-10-30,Malcolm Moore,12,sub,,
1971/72,20,1971-11-13,Ronnie Moore,8,starter,,
1971/72,20,1971-11-13,Malcolm Moore,12,sub,,
1971/72,22,1971-11-26,Kenny Beamish,10,starter,,
1971/72,22,1971-11-26,Aiden Maher,12,sub,,
1971/72,23,1971-12-04,Kit Fagan,12,sub,,
1971/72,23,1971-12-04,Alex Russell,7,starter,,
1971/72,24,1971-12-11,Kit Fagan,12,sub,,
1971/72,24,1971-12-11,Dave Moorcroft,4,starter,,
1971/72,27,1971-12-27,Eric Brodie,6,starter,,
1971/72,27,1971-12-27,Kit Fagan,12,sub,,
1971/72,29,1972-01-08,Malcolm Moore,10,starter,,
1971/72,29,1972-01-08,John Coyne,12,sub,,
1971/72,38,1972-02-26,Alex Russell,7,starter,,
1971/72,38,1972-02-26,Eric Brodie,12,sub,,
1971/72,40,1972-03-11,Trevor Storton,10,starter,,
1971/72,40,1972-03-11,Aiden Maher,12,sub,,
1971/72,42,1972-03-17,John Coyne,12,sub,,
1971/72,42,1972-03-17,Malcolm Moore,9,starter,,
1971/72,44,1972-03-27,John Manning,10,starter,,
1971/72,44,1972-03-27,Aiden Maher,12,sub,,
1971/72,46,1972-04-03,Alan Duffy,8,starter,,
1971/72,46,1972-04-03,Kit Fagan,12,sub,,
1971/72,47,1972-04-07,Paul Crossley,11,starter,,
1971/72,47,1972-04-07,Aiden Maher,12,sub,,
1971/72,48,1972-04-15,Kit Fagan,8,starter,,
1971/72,48,1972-04-15,Alex Russell,12,sub,,
1971/72,49,1972-04-18,Alan Duffy,8,starter,,
1971/72,49,1972-04-18,Aiden Maher,12,sub,,
1971/72,54,1972-05-08,Fred Molyneux,12,sub,,
1971/72,54,1972-05-08,Dave Moorcroft,4,starter,,
1971/72,55,1972-05-10,Ronnie Moore,10,starter,,
1971/72,55,1972-05-10,John Coyne,12,sub,,
1972/73,2,1972-08-16,Malcolm Moore,7,starter,,
1972/73,2,1972-08-16,Kit Fagan,12,sub,,
1972/73,7,1972-09-09,Alan Duffy,8,starter,,
1972/73,7,1972-09-09,Tommy Veitch,12,sub,,
1972/73,10,1972-09-23,Tommy Young,10,starter,,
1972/73,10,1972-09-23,Eddie Flood,12,sub,,
1972/73,11,1972-09-25,Frank D'Arcy,12,sub,,
1972/73,11,1972-09-25,Eddie Flood,2,starter,,
1972/73,14,1972-10-09,Alex Russell,7,starter,,
1972/73,14,1972-10-09,Les Parry,12,sub,,
1972/73,16,1972-10-21,Fred Molyneux,4,starter,,
1972/73,16,1972-10-21,Kit Fagan,12,sub,,
1972/73,17,1972-10-23,Alan Duffy,8,starter,,
1972/73,17,1972-10-23,Malcolm Moore,12,sub,,
1972/73,20,1972-11-10,Ray Mathias,6,starter,,
1972/73,20,1972-11-10,Alan Duffy,12,sub,,
1972/73,23,1972-12-02,Syd Farrimond,12,sub,,
1972/73,23,1972-12-02,Tommy Veitch,6,starter,,
1972/73,31,1973-01-20,Alan Duffy,12,sub,,
1972/73,31,1973-01-20,Tommy Veitch,6,starter,,
1972/73,32,1973-02-02,Frank D'Arcy,8,starter,,
1972/73,32,1973-02-02,Malcolm Moore,12,sub,,
1972/73,34,1973-02-10,Malcolm Moore,8,starter,,
1972/73,34,1973-02-10,Alan Duffy,12,sub,,
1972/73,36,1973-02-24,Eddie Flood,3,starter,,
1972/73,36,1973-02-24,Tommy Veitch,12,sub,,
1972/73,37,1973-03-02,Roy Sinclair,11,starter,,
1972/73,37,1973-03-02,Paul Crossley,12,sub,,
1972/73,38,1973-03-07,Paul Crossley,12,sub,,
1972/73,38,1973-03-07,Roy Sinclair,11,starter,,
1972/73,39,1973-03-10,Alan Duffy,10,starter,,
1972/73,39,1973-03-10,Paul Crossley,12,sub,,
1972/73,41,1973-03-19,Eddie Loyden,9,starter,,
1972/73,41,1973-03-19,Malcolm Moore,12,sub,,
1972/73,44,1973-04-06,Alan Duffy,7,starter,,
1972/73,44,1973-04-06,John Seasman,12,sub,,
1972/73,47,1973-04-21,Eddie Loyden,9,starter,,
1972/73,47,1973-04-21,Malcolm Moore,12,sub,,
1972/73,48,1973-04-24,Tommy Young,10,starter,,
1972/73,48,1973-04-24,Alan Duffy,12,sub,,
1972/73,49,1973-04-28,Syd Farrimond,12,sub,,
1972/73,49,1973-04-28,Ray Pritchard,2,starter,,
1973/74,1,1973-08-25,Ray Mathias,12,sub,,
1973/74,1,1973-08-25,Paul Crossley,11,starter,,
1973/74,5,1973-09-08,Tommy Veitch,8,starter,,
1973/74,5,1973-09-08,Ray Pritchard,12,sub,,
1973/74,11,1973-10-02,Bobby Tynan,7,starter,,
1973/74,11,1973-10-02,Paul Crossley,12,sub,,
1973/74,12,1973-10-06,Eddie Loyden,9,starter,,
1973/74,12,1973-10-06,Russell Allen,12,sub,,
1973/74,14,1973-10-12,Bobby Tynan,7,starter,,
1973/74,14,1973-10-12,Paul Crossley,12,sub,,
1973/74,15,1973-10-19,Russell Allen,9,starter,,
1973/74,15,1973-10-19,Paul Crossley,12,sub,,
1973/74,17,1973-10-27,Ron Yeats,12,sub,,
1973/74,17,1973-10-27,Tommy Young,10,starter,,
1973/74,18,1973-10-31,Russell Allen,11,starter,,
1973/74,18,1973-10-31,Tommy Young,12,sub,,
1973/74,23,1973-11-24,Russell Allen,9,starter,,
1973/74,23,1973-11-24,Kit Fagan,12,sub,,
1973/74,25,1973-12-08,Bobby Tynan,9,starter,,
1973/74,25,1973-12-08,Russell Allen,12,sub,,
1973/74,26,1973-12-15,Mark Palios,8,starter,,
1973/74,26,1973-12-15,Eddie Loyden,12,sub,,
1973/74,28,1973-12-26,Russell Allen,12,sub,,
1973/74,28,1973-12-26,Tommy Young,10,starter,,
1973/74,29,1973-12-29,Eddie Loyden,9,starter,,
1973/74,29,1973-12-29,Russell Allen,12,sub,,
1973/74,31,1974-01-12,Paul Crossley,7,starter,,
1973/74,31,1974-01-12,Bobby Tynan,12,sub,,
1973/74,34,1974-02-02,Paul Crossley,11,starter,,
1973/74,34,1974-02-02,Steve Coppell,12,sub,,
1973/74,36,1974-02-10,Steve Peplow,11,starter,,
1973/74,36,1974-02-10,Russell Allen,12,sub,,
1973/74,37,1974-02-17,Steve Coppell,12,sub,,
1973/74,37,1974-02-17,Eddie Loyden,9,starter,,
1973/74,38,1974-02-24,Steve Peplow,7,starter,,
1973/74,38,1974-02-24,Paul Crossley,12,sub,,
1973/74,39,1974-03-02,Paul Crossley,11,starter,,
1973/74,39,1974-03-02,Russell Allen,12,sub,,
1973/74,42,1974-03-23,Paul Crossley,9,starter,,
1973/74,42,1974-03-23,Steve Coppell,12,sub,,
1973/74,44,1974-03-30,Bobby Tynan,8,starter,,
1973/74,44,1974-03-30,Mark Palios,12,sub,,
1973/74,49,1974-04-13,Mark Palios,11,starter,,
1973/74,49,1974-04-13,John Seasman,12,sub,,
1973/74,50,1974-04-16,Mark Palios,12,sub,,
1973/74,50,1974-04-16,Paul Crossley,10,starter,,
1973/74,51,1974-04-20,Steve Peplow,7,starter,,
1973/74,51,1974-04-20,Mark Palios,12,sub,,
1974/75,3,1974-08-24,Tommy Young,11,starter,,
1974/75,3,1974-08-24,John Webb,12,sub,,
1974/75,4,1974-08-31,Bobby Tynan,9,starter,,
1974/75,4,1974-08-31,Barrie Mitchell,12,sub,,
1974/75,6,1974-09-07,Tommy Young,11,starter,,
1974/75,6,1974-09-07,John Webb,12,sub,,
1974/75,8,1974-09-13,Steve Peplow,12,sub,,
1974/75,8,1974-09-13,Tommy Young,9,starter,,
1974/75,9,1974-09-18,Mark Palios,8,starter,,
1974/75,9,1974-09-18,John Webb,12,sub,,
1974/75,10,1974-09-21,Tommy Veitch,6,starter,,
1974/75,10,1974-09-21,Russell Allen,12,sub,,
1974/75,11,1974-09-25,Barrie Mitchell,9,starter,,
1974/75,11,1974-09-25,Russell Allen,12,sub,,
1974/75,12,1974-09-27,John Seasman,10,starter,,
1974/75,12,1974-09-27,Barrie Mitchell,12,sub,,
1974/75,13,1974-10-01,Barrie Mitchell,12,sub,,
1974/75,13,1974-10-01,Mark Palios,10,starter,,
1974/75,14,1974-10-04,Paul Crossley,12,sub,,
1974/75,14,1974-10-04,Dave Philpotts,5,starter,,
1974/75,16,1974-10-19,Bobby Tynan,8,starter,,
1974/75,16,1974-10-19,Barrie Mitchell,12,sub,,
1974/75,17,1974-10-21,John Webb,2,starter,,
1974/75,17,1974-10-21,Paul Crossley,12,sub,,
1974/75,18,1974-10-26,Barrie Mitchell,8,starter,,
1974/75,18,1974-10-26,Les Parry,12,sub,,
1974/75,19,1974-11-02,John Seasman,10,starter,,
1974/75,19,1974-11-02,Russell Allen,12,sub,,
1974/75,20,1974-11-09,Paul Crossley,12,sub,,
1974/75,20,1974-11-09,Steve Peplow,11,starter,,
1974/75,21,1974-11-15,Bobby Tynan,8,starter,,
1974/75,21,1974-11-15,Russell Allen,12,sub,,
1974/75,23,1974-11-29,Paul Crossley,11,starter,,
1974/75,23,1974-11-29,Russell Allen,12,sub,,
1974/75,24,1974-12-06,Paul Crossley,11,starter,,
1974/75,24,1974-12-06,Russell Allen,12,sub,,
1974/75,25,1974-12-14,Bobby Tynan,8,starter,,
1974/75,25,1974-12-14,Russell Allen,12,sub,,
1974/75,27,1974-12-21,Les Parry,2,starter,,
1974/75,27,1974-12-21,Russell Allen,12,sub,,
1974/75,28,1974-12-26,Bobby Tynan,8,starter,,
1974/75,28,1974-12-26,John Webb,12,sub,,
1974/75,29,1974-12-28,Steve Peplow,12,sub,,
1974/75,29,1974-12-28,Ronnie Moore,4,starter,,
1974/75,30,1975-01-04,Tommy Veitch,12,sub,,
1974/75,30,1975-01-04,Bobby Tynan,8,starter,,
1974/75,32,1975-01-18,Steve Peplow,8,starter,,
1974/75,32,1975-01-18,Kit Fagan,12,sub,,
1974/75,34,1975-01-31,Barrie Mitchell,10,starter,,
1974/75,34,1975-01-31,Kit Fagan,12,sub,,
1974/75,36,1975-02-14,Steve Woodin,11,starter,,
1974/75,36,1975-02-14,Barrie Mitchell,12,sub,,
1974/75,37,1975-02-22,Russell Allen,9,starter,,
1974/75,37,1975-02-22,Tommy Veitch,12,sub,,
1974/75,38,1975-02-28,Steve Woodin,12,sub,,
1974/75,38,1975-02-28,Les Parry,4,starter,,
1974/75,42,1975-03-21,Mark Palios,6,starter,,
1974/75,42,1975-03-21,Steve Woodin,12,sub,,
1974/75,45,1975-04-03,Barrie Mitchell,10,starter,,
1974/75,45,1975-04-03,Mike McBurney,12,sub,,
1974/75,46,1975-04-07,Steve Peplow,10,starter,,
1974/75,46,1975-04-07,Russell Allen,12,sub,,
1974/75,48,1975-04-12,Paul Crossley,11,starter,,
1974/75,48,1975-04-12,Kit Fagan,12,sub,,
1974/75,50,1975-04-18,Russell Allen,10,starter,,
1974/75,50,1975-04-18,Les Parry,12,sub,,
1974/75,51,1975-04-26,Steve Peplow,12,sub,,
1974/75,51,1975-04-26,Mark Palios,6,starter,,
1974/75,53,1975-05-07,Bobby Tynan,10,starter,,
1974/75,53,1975-05-07,Billy Kenny,12,sub,,
1975/76,3,1975-08-22,Steve Peplow,7,starter,,
1975/76,3,1975-08-22,Paul Crossley,12,sub,,
1975/76,4,1975-08-26,Mark Palios,6,starter,,
1975/76,4,1975-08-26,Paul Crossley,12,sub,,
1975/76,5,1975-08-29,Tommy Young,11,starter,,
1975/76,5,1975-08-29,Russell Allen,12,sub,,
1975/76,6,1975-09-02,Steve Peplow,12,sub,,
1975/76,6,1975-09-02,Mark Palios,6,starter,,
1975/76,10,1975-09-22,Russell Allen,12,sub,,
1975/76,10,1975-09-22,Bobby Tynan,10,starter,,
1975/76,11,1975-09-27,John James,11,starter,,
1975/76,11,1975-09-27,Russell Allen,12,sub,,
1975/76,12,1975-10-03,Steve Peplow,7,starter,,
1975/76,12,1975-10-03,Mark Palios,12,sub,,
1975/76,14,1975-10-18,Bobby Tynan,10,starter,,
1975/76,14,1975-10-18,Billy Kenny,12,sub,,
1975/76,17,1975-11-01,Steve Peplow,7,starter,,
1975/76,17,1975-11-01,Billy Kenny,12,sub,,
1975/76,20,1975-11-15,Steve Peplow,7,starter,,
1975/76,20,1975-11-15,Billy Kenny,12,sub,,
1975/76,21,1975-11-22,Billy Kenny,12,sub,,
1975/76,21,1975-11-22,Barrie Mitchell,8,starter,,
1975/76,22,1975-11-28,Ronnie Moore,9,starter,,
1975/76,22,1975-11-28,Barrie Mitchell,12,sub,,
1975/76,24,1975-12-13,John James,11,starter,,
1975/76,24,1975-12-13,Bobby Tynan,12,sub,,
1975/76,27,1975-12-27,Bobby Tynan,10,starter,,
1975/76,27,1975-12-27,Billy Kenny,12,sub,,
1975/76,29,1976-01-09,Bobby Tynan,10,starter,,
1975/76,29,1976-01-09,Billy Kenny,12,sub,,
1975/76,30,1976-01-17,Billy Kenny,12,sub,,
1975/76,30,1976-01-17,Mark Palios,6,starter,,
1975/76,31,1976-01-31,Steve Peplow,7,starter,,
1975/76,31,1976-01-31,Tommy Young,12,sub,,
1975/76,35,1976-02-24,John James,11,starter,,
1975/76,35,1976-02-24,Billy Kenny,12,sub,,
1975/76,37,1976-03-06,Mark Palios,6,starter,,
1975/76,37,1976-03-06,Billy Kenny,12,sub,,
1975/76,39,1976-03-12,Tommy Young,6,starter,,
1975/76,39,1976-03-12,Billy Kenny,12,sub,,
1975/76,41,1976-03-20,Mark Palios,12,sub,,
1975/76,41,1976-03-20,Dave Philpotts,5,starter,,
1975/76,44,1976-04-02,Billy Kenny,12,sub,,
1975/76,44,1976-04-02,Steve Peplow,7,starter,,
1975/76,45,1976-04-06,Ronnie Moore,9,starter,,
1975/76,45,1976-04-06,Russell Allen,12,sub,,
1975/76,46,1976-04-10,Steve Peplow,7,starter,,
1975/76,46,1976-04-10,Russell Allen,12,sub,,
1975/76,50,1976-04-26,John James,10,starter,,
1975/76,50,1976-04-26,Tommy Young,12,sub,,
1976/77,4,1976-08-27,John James,11,starter,,
1976/77,4,1976-08-27,Mark Palios,12,sub,,
1976/77,7,1976-09-07,Mark Palios,12,sub,,
1976/77,7,1976-09-07,Russell Allen,11,starter,,
1976/77,9,1976-09-18,Billy Kenny,8,starter,,
1976/77,9,1976-09-18,Mark Palios,12,sub,,
1976/77,11,1976-10-02,Les Parry,4,starter,,
1976/77,11,1976-10-02,Mark Palios,12,sub,,
1976/77,15,1976-10-25,Billy Kenny,7,starter,,
1976/77,15,1976-10-25,Steve Peplow,12,sub,,
1976/77,20,1976-11-20,Ronnie Moore,9,starter,,
1976/77,20,1976-11-20,Billy Kenny,12,sub,,
1976/77,21,1976-11-26,Russell Allen,11,starter,,
1976/77,21,1976-11-26,Billy Kenny,12,sub,,
1976/77,25,1976-12-28,Ronnie Moore,12,sub,,
1976/77,25,1976-12-28,Tommy Young,9,starter,,
1976/77,26,1977-01-07,Billy Kenny,12,sub,,
1976/77,26,1977-01-07,Steve Peplow,7,starter,,
1976/77,27,1977-01-22,Dickie Johnson,1,starter,,
1976/77,27,1977-01-22,Billy Kenny,12,sub,,
1976/77,29,1977-01-31,Mark Palios,6,starter,,
1976/77,29,1977-01-31,Billy Kenny,12,sub,,
1976/77,34,1977-03-07,John James,11,starter,,
1976/77,34,1977-03-07,Billy Kenny,12,sub,,
1976/77,36,1977-03-19,John James,10,starter,,
1976/77,36,1977-03-19,Mark Palios,12,sub,,
1976/77,37,1977-03-21,Russell Allen,11,starter,,
1976/77,37,1977-03-21,Steve Peplow,12,sub,,
1976/77,38,1977-03-25,Billy Kenny,12,sub,,
1976/77,38,1977-03-25,Eddie Cliff,7,starter,,
1976/77,39,1977-03-28,Eddie Cliff,7,starter,,
1976/77,39,1977-03-28,Billy Kenny,12,sub,,
1976/77,40,1977-04-02,John James,10,starter,,
1976/77,40,1977-04-02,Eddie Cliff,12,sub,,
1976/77,43,1977-04-12,John James,10,starter,,
1976/77,43,1977-04-12,Eddie Cliff,12,sub,,
1976/77,44,1977-04-16,John James,10,starter,,
1976/77,44,1977-04-16,John Bramhall,12,sub,,
1976/77,46,1977-04-23,Steve Peplow,12,sub,,
1976/77,46,1977-04-23,Eddie Cliff,8,starter,,
1976/77,50,1977-05-14,Dennis Postlewhite,12,sub,,
1976/77,50,1977-05-14,Eddie Flood,3,starter,,
1977/78,2,1977-08-16,Russell Allen,11,starter,,
1977/78,2,1977-08-16,John James,12,sub,,
1977/78,5,1977-09-02,Steve Peplow,7,starter,,
1977/78,5,1977-09-02,John James,12,sub,,
